node_id,x_mm,y_mm,z_mm,Ux_mm,Uy_mm,Uz_mm,vonMises_MPa
1,315.0,545.596,0.0,-1.2e-05,0.0,0.000405,0.0176
2,315.0,545.596,-0.2,1e-06,7e-06,0.000405,0.0255
3,630.0,0.0,0.0,5e-06,4e-06,-0.000291,0.0247
4,630.0,0.0,-0.2,-5e-06,-1.1e-05,-0.000291,0.0248
5,55.0,95.2628,0.0,-9e-06,8e-06,-0.000402,0.0265
6,55.0,95.2628,-0.2,8e-06,2e-06,-0.000402,0.056
7,110.0,0.0,0.0,-4e-06,5e-06,-2.2e-05,0.0793
8,110.0,0.0,-0.2,1e-06,-2e-06,-2.2e-05,0.0375
9,63.0801,99.258,0.0,1e-06,0.0,-1e-06,0.1228
10,117.5,5.0,0.0,0.0,0.0,-0.0,0.0748
11,617.5,5.0,0.0,1e-06,-0.0,-2e-06,0.3874
12,314.0,533.864,0.0,-0.0,-0.0,4e-06,0.195
13,301.645,173.0,-0.2,-0.0,-0.0,-2e-06,0.0787
14,63.0801,99.258,0.128,0.0,0.0,0.0,0.1438
15,117.5,5.0,0.128,0.0,0.0,0.0,0.1233
16,617.5,5.0,0.128,0.0,0.0,0.0,0.1813
17,314.0,533.864,0.128,0.0,0.0,0.0,0.6816
18,63.1803,99.4316,0.128,0.0,0.0,0.0,0.3253
19,117.801,194.038,0.128,0.0,0.0,0.0,0.7533
20,301.645,173.0,-0.4,0.0,0.0,0.0,0.2273
21,314.0,532.617,0.128,2e-06,-4e-06,-2.2e-05,1.0721
22,69.9103,101.088,0.128,1e-06,-3e-06,0.0,0.5592
23,122.5,10.0,0.128,3e-06,-2e-06,0.0,0.5172
24,312.41,521.11,0.128,1e-05,-2.1e-05,0.0,0.7825
25,607.5,10.0,0.128,-1e-05,5e-06,0.0,0.9173
26,69.9103,101.088,0.0,1e-06,-1e-06,7e-06,0.3987
27,122.5,10.0,0.0,3e-06,0.0,2e-05,0.6475
28,607.5,10.0,0.0,-6e-06,4e-06,4e-06,0.7946
29,312.41,521.11,0.0,1e-05,-2e-05,1.6e-05,0.8079
30,117.5,5.0,0.628,0.0,0.0,0.0,1.0962
31,63.0801,99.6058,0.128,0.0,0.0,0.0,0.0
32,63.0801,99.6058,0.628,0.0,0.0,0.0,0.3733
33,617.5,5.0,0.628,0.0,0.0,0.0,0.0
34,314.0,532.617,0.628,-7e-06,-0.000345,-0.000603,1.061
35,315.0,545.596,-0.1,-5e-06,4e-06,0.000405,0.0066
36,630.0,0.0,-0.1,0.0,-4e-06,-0.000291,0.0023
37,318.987,538.69,0.0,-1e-05,-1e-06,0.000337,0.0369
38,322.975,531.783,0.0,-0.0,8e-06,0.000207,0.0464
39,326.962,524.877,0.0,6e-06,3e-06,0.00012,0.0576
40,330.949,517.971,0.0,-5e-06,-4e-06,0.00016,0.039
41,334.937,511.065,0.0,-5e-06,-3e-06,0.00017,0.032
42,338.924,504.158,0.0,-2e-06,-1e-06,4.9e-05,0.0539
43,342.911,497.252,0.0,-0.0,1e-06,-4.5e-05,0.0288
44,346.899,490.346,0.0,2e-06,-1e-06,-0.000206,0.05
45,350.886,483.439,0.0,2e-06,5e-06,-0.000118,0.0274
46,354.873,476.533,0.0,-2e-06,-2e-06,-2.9e-05,0.0139
47,358.861,469.627,0.0,-5e-06,-3e-06,-9.4e-05,0.0768
48,362.848,462.721,0.0,6e-06,2e-06,-0.00013,0.0532
49,366.835,455.814,0.0,-5e-06,0.0,-3.4e-05,0.0488
50,370.823,448.908,0.0,4e-06,1e-06,-8.3e-05,0.0665
