node_id,x_mm,y_mm,z_mm,Ux_mm,Uy_mm,Uz_mm,vonMises_MPa
1,315.0,545.596,0.0,-8e-06,0.0,0.00027,0.0117
2,315.0,545.596,-0.2,1e-06,5e-06,0.00027,0.017
3,630.0,0.0,0.0,4e-06,2e-06,-0.000194,0.0165
4,630.0,0.0,-0.2,-3e-06,-7e-06,-0.000194,0.0166
5,55.0,95.2628,0.0,-6e-06,5e-06,-0.000268,0.0177
6,55.0,95.2628,-0.2,6e-06,2e-06,-0.000268,0.0374
7,110.0,0.0,0.0,-3e-06,4e-06,-1.5e-05,0.0528
8,110.0,0.0,-0.2,1e-06,-1e-06,-1.5e-05,0.025
9,63.0801,99.258,0.0,0.0,0.0,-1e-06,0.0819
10,117.5,5.0,0.0,0.0,0.0,-0.0,0.0499
11,617.5,5.0,0.0,1e-06,-0.0,-2e-06,0.2582
12,314.0,533.864,0.0,-0.0,-0.0,3e-06,0.13
13,301.645,173.0,-0.2,-0.0,-0.0,-2e-06,0.0524
14,63.0801,99.258,0.128,0.0,0.0,0.0,0.0959
15,117.5,5.0,0.128,0.0,0.0,0.0,0.0822
16,617.5,5.0,0.128,0.0,0.0,0.0,0.1209
17,314.0,533.864,0.128,0.0,0.0,0.0,0.4544
18,63.1803,99.4316,0.128,0.0,0.0,0.0,0.2169
19,117.801,194.038,0.128,0.0,0.0,0.0,0.5022
20,301.645,173.0,-0.4,0.0,0.0,0.0,0.1515
21,314.0,532.617,0.128,1e-06,-3e-06,-1.4e-05,0.7147
22,69.9103,101.088,0.128,1e-06,-2e-06,0.0,0.3728
23,122.5,10.0,0.128,2e-06,-1e-06,0.0,0.3448
24,312.41,521.11,0.128,7e-06,-1.4e-05,0.0,0.5216
25,607.5,10.0,0.128,-7e-06,3e-06,0.0,0.6116
26,69.9103,101.088,0.0,1e-06,-1e-06,4e-06,0.2658
27,122.5,10.0,0.0,2e-06,0.0,1.3e-05,0.4317
28,607.5,10.0,0.0,-4e-06,3e-06,3e-06,0.5297
29,312.41,521.11,0.0,7e-06,-1.3e-05,1e-05,0.5386
30,117.5,5.0,0.628,0.0,0.0,0.0,0.7308
31,63.0801,99.6058,0.128,0.0,0.0,0.0,0.0
32,63.0801,99.6058,0.628,0.0,0.0,0.0,0.2489
33,617.5,5.0,0.628,0.0,0.0,0.0,0.0
34,314.0,532.617,0.628,-5e-06,-0.00023,-0.000402,0.7073
35,315.0,545.596,-0.1,-3e-06,2e-06,0.00027,0.0044
36,630.0,0.0,-0.1,0.0,-2e-06,-0.000194,0.0015
37,318.987,538.69,0.0,-7e-06,-0.0,0.000225,0.0246
38,322.975,531.783,0.0,-0.0,5e-06,0.000138,0.0309
39,326.962,524.877,0.0,4e-06,2e-06,8e-05,0.0384
40,330.949,517.971,0.0,-3e-06,-3e-06,0.000106,0.026
41,334.937,511.065,0.0,-3e-06,-2e-06,0.000113,0.0213
42,338.924,504.158,0.0,-1e-06,-1e-06,3.3e-05,0.0359
43,342.911,497.252,0.0,-0.0,1e-06,-3e-05,0.0192
44,346.899,490.346,0.0,1e-06,-1e-06,-0.000137,0.0333
45,350.886,483.439,0.0,2e-06,3e-06,-7.9e-05,0.0183
46,354.873,476.533,0.0,-2e-06,-1e-06,-1.9e-05,0.0093
47,358.861,469.627,0.0,-3e-06,-2e-06,-6.2e-05,0.0512
48,362.848,462.721,0.0,4e-06,1e-06,-8.6e-05,0.0355
49,366.835,455.814,0.0,-3e-06,0.0,-2.3e-05,0.0326
50,370.823,448.908,0.0,3e-06,1e-06,-5.6e-05,0.0443
51,374.81,442.002,0.0,-1e-06,-0.0,-4.3e-05,0.0089
52,378.797,435.096,0.0,-0.0,0.0,1.2e-05,0.0164
53,382.785,428.189,0.0,1e-06,-1e-06,-3.9e-05,0.0087
54,386.772,421.283,0.0,5e-06,2e-06,-0.000204,0.0171
55,390.759,414.377,0.0,2e-06,1e-06,-0.000155,0.0228
56,394.747,407.47,0.0,1e-06,3e-06,-3.6e-05,0.018
57,398.734,400.564,0.0,-1e-06,-2e-06,-1e-06,0.0283
58,402.722,393.658,0.0,-3e-06,1e-06,0.000101,0.0305
59,406.709,386.752,0.0,-4e-06,-1e-06,0.000212,0.0214
60,410.696,379.845,0.0,-3e-06,-2e-06,0.000169,0.0283
61,414.684,372.939,0.0,4e-06,-0.0,5e-06,0.0271
