node_id,x_mm,y_mm,z_mm,Ux_mm,Uy_mm,Uz_mm,vonMises_MPa
1,315.0,545.596,0.0,-1e-05,0.0,0.000337,0.0147
2,315.0,545.596,-0.2,1e-06,6e-06,0.000337,0.0213
3,630.0,0.0,0.0,4e-06,3e-06,-0.000242,0.0206
4,630.0,0.0,-0.2,-4e-06,-9e-06,-0.000242,0.0207
5,55.0,95.2628,0.0,-7e-06,7e-06,-0.000335,0.0221
6,55.0,95.2628,-0.2,7e-06,2e-06,-0.000335,0.0467
7,110.0,0.0,0.0,-3e-06,4e-06,-1.8e-05,0.0661
8,110.0,0.0,-0.2,1e-06,-2e-06,-1.8e-05,0.0312
9,63.0801,99.258,0.0,0.0,0.0,-1e-06,0.1023
10,117.5,5.0,0.0,0.0,0.0,-0.0,0.0623
11,617.5,5.0,0.0,1e-06,-0.0,-2e-06,0.3228
12,314.0,533.864,0.0,-0.0,-0.0,3e-06,0.1625
13,301.645,173.0,-0.2,-0.0,-0.0,-2e-06,0.0656
14,63.0801,99.258,0.128,0.0,0.0,0.0,0.1199
15,117.5,5.0,0.128,0.0,0.0,0.0,0.1027
16,617.5,5.0,0.128,0.0,0.0,0.0,0.1511
17,314.0,533.864,0.128,0.0,0.0,0.0,0.568
18,63.1803,99.4316,0.128,0.0,0.0,0.0,0.2711
19,117.801,194.038,0.128,0.0,0.0,0.0,0.6278
20,301.645,173.0,-0.4,0.0,0.0,0.0,0.1894
21,314.0,532.617,0.128,2e-06,-3e-06,-1.8e-05,0.8934
22,69.9103,101.088,0.128,1e-06,-3e-06,0.0,0.466
23,122.5,10.0,0.128,2e-06,-2e-06,0.0,0.431
24,312.41,521.11,0.128,8e-06,-1.7e-05,0.0,0.6521
25,607.5,10.0,0.128,-8e-06,4e-06,0.0,0.7644
26,69.9103,101.088,0.0,1e-06,-1e-06,5e-06,0.3323
27,122.5,10.0,0.0,2e-06,0.0,1.7e-05,0.5396
28,607.5,10.0,0.0,-5e-06,4e-06,4e-06,0.6621
29,312.41,521.11,0.0,9e-06,-1.7e-05,1.3e-05,0.6732
30,117.5,5.0,0.628,0.0,0.0,0.0,0.9135
31,63.0801,99.6058,0.128,0.0,0.0,0.0,0.0
32,63.0801,99.6058,0.628,0.0,0.0,0.0,0.3111
33,617.5,5.0,0.628,0.0,0.0,0.0,0.0
34,314.0,532.617,0.628,-6e-06,-0.000287,-0.000503,0.8841
35,315.0,545.596,-0.1,-4e-06,3e-06,0.000337,0.0055
36,630.0,0.0,-0.1,0.0,-3e-06,-0.000242,0.0019
37,318.987,538.69,0.0,-8e-06,-0.0,0.000281,0.0307
38,322.975,531.783,0.0,-0.0,6e-06,0.000172,0.0387
39,326.962,524.877,0.0,5e-06,2e-06,0.0001,0.048
40,330.949,517.971,0.0,-4e-06,-4e-06,0.000133,0.0325
41,334.937,511.065,0.0,-4e-06,-3e-06,0.000142,0.0267
42,338.924,504.158,0.0,-2e-06,-1e-06,4.1e-05,0.0449
43,342.911,497.252,0.0,-0.0,1e-06,-3.7e-05,0.024
44,346.899,490.346,0.0,1e-06,-1e-06,-0.000172,0.0417
45,350.886,483.439,0.0,2e-06,4e-06,-9.9e-05,0.0228
46,354.873,476.533,0.0,-2e-06,-2e-06,-2.4e-05,0.0116
47,358.861,469.627,0.0,-4e-06,-3e-06,-7.8e-05,0.064
48,362.848,462.721,0.0,5e-06,2e-06,-0.000108,0.0444
49,366.835,455.814,0.0,-4e-06,0.0,-2.9e-05,0.0407
50,370.823,448.908,0.0,3e-06,1e-06,-6.9e-05,0.0554
51,374.81,442.002,0.0,-1e-06,-0.0,-5.4e-05,0.0112
52,378.797,435.096,0.0,-0.0,0.0,1.6e-05,0.0205
53,382.785,428.189,0.0,2e-06,-1e-06,-4.9e-05,0.0109
54,386.772,421.283,0.0,7e-06,3e-06,-0.000255,0.0214
55,390.759,414.377,0.0,3e-06,2e-06,-0.000194,0.0285
56,394.747,407.47,0.0,1e-06,4e-06,-4.5e-05,0.0225
57,398.734,400.564,0.0,-1e-06,-2e-06,-1e-06,0.0354
58,402.722,393.658,0.0,-4e-06,1e-06,0.000126,0.0381
