node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
1,315.0000,545.5960,0.0000,0.357861,-0.058613,-0.116113,-12506120.000000,-312653000.0000
2,315.0000,545.5960,-0.2000,0.357972,-0.060897,-0.116111,-12506120.000000,-312653000.0000
3,630.0000,0.0000,0.0000,0.063801,0.181318,-0.003774,-12506120.000000,-312653000.0000
4,630.0000,0.0000,-0.2000,0.063905,0.181659,-0.003812,-12506120.000000,-312653000.0000
5,55.0000,95.2628,0.0000,0.064618,-0.145063,-0.020786,-12506120.000000,-312653000.0000
6,55.0000,95.2628,-0.2000,0.065736,-0.145596,-0.020422,-12506120.000000,-312653000.0000
7,110.0000,0.0000,0.0000,-0.057042,0.088990,-0.015043,-12506120.000000,-312653000.0000
8,110.0000,0.0000,-0.2000,-0.056455,0.089176,-0.014954,-12506120.000000,-312653000.0000
9,63.0801,99.2580,0.0000,0.004551,-0.000579,-0.000093,-12506120.000000,-312653000.0000
10,117.5000,5.0000,0.0000,0.000798,0.002001,-0.000179,-12506120.000000,-312653000.0000
11,617.5000,5.0000,0.0000,-0.000430,0.001383,-0.000030,-12506120.000000,-312653000.0000
12,314.0000,533.8640,0.0000,0.005856,0.002717,-0.001505,-12506120.000000,-312653000.0000
13,301.6450,173.0000,-0.2000,0.034844,-1.049220,-0.111913,-12506120.000000,-312653000.0000
14,63.0801,99.2580,0.1280,-0.000005,-0.000001,0.000000,-12506120.000000,-312653000.0000
15,117.5000,5.0000,0.1280,-0.000008,-0.000025,0.000000,-12506120.000000,-312653000.0000
16,617.5000,5.0000,0.1280,0.000004,-0.000017,0.000000,-12506120.000000,-312653000.0000
17,314.0000,533.8640,0.1280,-0.000012,0.000003,0.000000,-12506120.000000,-312653000.0000
18,63.1803,99.4316,0.1280,-0.000027,0.000026,0.000000,-12506120.000000,-312653000.0000
19,117.8010,194.0380,0.1280,1.232318,-0.947646,0.000000,-12506120.000000,-312653000.0000
20,301.6450,173.0000,-0.4000,0.034128,-1.048361,-0.111944,-12506120.000000,-312653000.0000
21,314.0000,532.6170,0.1280,-0.007593,-0.039795,0.000000,-12506120.000000,-312653000.0000
22,69.9103,101.0880,0.1280,0.187529,-0.039784,0.000000,-12506120.000000,-312653000.0000
23,122.5000,10.0000,0.1280,0.059163,0.002340,0.000000,-12506120.000000,-312653000.0000
24,312.4100,521.1100,0.1280,-0.054494,-0.635139,0.000000,-12506120.000000,-312653000.0000
25,607.5000,10.0000,0.1280,-0.063499,-0.000795,0.000000,-12506120.000000,-312653000.0000
26,69.9103,101.0880,0.0000,0.187378,-0.039890,0.000015,-12506120.000000,-312653000.0000
27,122.5000,10.0000,0.0000,0.059090,0.002350,0.000007,-12506120.000000,-312653000.0000
28,607.5000,10.0000,0.0000,-0.063438,-0.000690,-0.000027,-12506120.000000,-312653000.0000
29,312.4100,521.1100,0.0000,-0.054393,-0.635419,-0.000028,-12506120.000000,-312653000.0000
30,117.5000,5.0000,0.6280,0.000001,0.000001,0.000000,-12506120.000000,-312653000.0000
31,63.0801,99.6058,0.1280,0.000001,-0.000000,0.000000,-12506120.000000,-312653000.0000
32,63.0801,99.6058,0.6280,0.000002,-0.000000,0.000000,-12506120.000000,-312653000.0000
33,617.5000,5.0000,0.6280,-0.000001,-0.000000,0.000000,-12506120.000000,-312653000.0000
34,314.0000,532.6170,0.6280,-0.007761,-0.076832,0.000000,-12506120.000000,-312653000.0000
35,315.0000,545.5960,-0.1000,0.357918,-0.059754,-0.116112,-12506120.000000,-312653000.0000
36,630.0000,0.0000,-0.1000,0.063855,0.181487,-0.003793,-12506120.000000,-312653000.0000
37,318.9870,538.6900,0.0000,0.182172,-0.288397,-0.046267,-12506120.000000,-312653000.0000
38,322.9750,531.7830,0.0000,-0.006033,-0.576823,-0.014539,-12506120.000000,-312653000.0000
39,326.9620,524.8770,0.0000,-0.099833,-0.848985,-0.001694,-12506120.000000,-312653000.0000
40,330.9490,517.9710,0.0000,-0.135905,-1.059510,0.002873,-12506120.000000,-312653000.0000
41,334.9370,511.0650,0.0000,-0.174346,-1.215980,0.005855,-12506120.000000,-312653000.0000
42,338.9240,504.1580,0.0000,-0.207959,-1.339343,-0.003993,-12506120.000000,-312653000.0000
43,342.9110,497.2520,0.0000,-0.240653,-1.439496,-0.012735,-12506120.000000,-312653000.0000
44,346.8990,490.3460,0.0000,-0.269916,-1.521801,-0.021536,-12506120.000000,-312653000.0000
45,350.8860,483.4390,0.0000,-0.298211,-1.588958,-0.011086,-12506120.000000,-312653000.0000
46,354.8730,476.5330,0.0000,-0.324393,-1.646422,-0.003816,-12506120.000000,-312653000.0000
47,358.8610,469.6270,0.0000,-0.352365,-1.696278,-0.005466,-12506120.000000,-312653000.0000
48,362.8480,462.7210,0.0000,-0.377215,-1.736427,-0.002203,-12506120.000000,-312653000.0000
49,366.8350,455.8140,0.0000,-0.404672,-1.771689,-0.003332,-12506120.000000,-312653000.0000
50,370.8230,448.9080,0.0000,-0.430103,-1.799545,-0.007626,-12506120.000000,-312653000.0000
51,374.8100,442.0020,0.0000,-0.458541,-1.824023,-0.003622,-12506120.000000,-312653000.0000
52,378.7970,435.0960,0.0000,-0.485017,-1.843397,-0.000375,-12506120.000000,-312653000.0000
53,382.7850,428.1890,0.0000,-0.512888,-1.859621,0.001305,-12506120.000000,-312653000.0000
54,386.7720,421.2830,0.0000,-0.538905,-1.870230,-0.009854,-12506120.000000,-312653000.0000
55,390.7590,414.3770,0.0000,-0.568376,-1.879009,-0.007677,-12506120.000000,-312653000.0000
56,394.7470,407.4700,0.0000,-0.596471,-1.884771,-0.006371,-12506120.000000,-312653000.0000
57,398.7340,400.5640,0.0000,-0.624769,-1.888137,-0.009096,-12506120.000000,-312653000.0000
58,402.7220,393.6580,0.0000,-0.653862,-1.887733,-0.002645,-12506120.000000,-312653000.0000
59,406.7090,386.7520,0.0000,-0.682712,-1.885000,0.002231,-12506120.000000,-312653000.0000
60,410.6960,379.8450,0.0000,-0.712713,-1.879857,-0.004964,-12506120.000000,-312653000.0000
61,414.6840,372.9390,0.0000,-0.717641,-1.836180,-0.003516,-12506120.000000,-312653000.0000
62,418.6710,366.0330,0.0000,-0.759192,-1.827671,-0.000162,-12506120.000000,-312653000.0000
63,422.6580,359.1260,0.0000,-0.801894,-1.813184,-0.001642,-12506120.000000,-312653000.0000
64,426.6460,352.2200,0.0000,-0.828903,-1.787765,-0.002425,-12506120.000000,-312653000.0000
65,430.6330,345.3140,0.0000,-0.848920,-1.761362,0.000432,-12506120.000000,-312653000.0000
66,434.6200,338.4080,0.0000,-0.865731,-1.737127,0.002520,-12506120.000000,-312653000.0000
67,438.6080,331.5010,0.0000,-0.881889,-1.716097,0.003149,-12506120.000000,-312653000.0000
68,442.5950,324.5950,0.0000,-0.901558,-1.698648,0.006345,-12506120.000000,-312653000.0000
69,446.5820,317.6890,0.0000,-0.923870,-1.682397,0.005550,-12506120.000000,-312653000.0000
70,450.5700,310.7830,0.0000,-0.954966,-1.666092,0.002464,-12506120.000000,-312653000.0000
71,454.5570,303.8760,0.0000,-0.984811,-1.645169,0.001738,-12506120.000000,-312653000.0000
72,458.5440,296.9700,0.0000,-1.015724,-1.622362,-0.001960,-12506120.000000,-312653000.0000
73,462.5320,290.0640,0.0000,-1.048779,-1.596794,-0.007593,-12506120.000000,-312653000.0000
74,466.5190,283.1570,0.0000,-1.077028,-1.566083,-0.010433,-12506120.000000,-312653000.0000
75,470.5060,276.2510,0.0000,-1.105972,-1.535372,-0.012350,-12506120.000000,-312653000.0000
76,474.4940,269.3450,0.0000,-1.131155,-1.501538,-0.020348,-12506120.000000,-312653000.0000
77,478.4810,262.4390,0.0000,-1.155247,-1.466074,-0.031400,-12506120.000000,-312653000.0000
78,482.4680,255.5320,0.0000,-1.177597,-1.428900,-0.024009,-12506120.000000,-312653000.0000
79,486.4560,248.6260,0.0000,-1.197662,-1.391498,-0.001920,-12506120.000000,-312653000.0000
80,490.4430,241.7200,0.0000,-1.216740,-1.352534,0.000207,-12506120.000000,-312653000.0000
81,494.4300,234.8130,0.0000,-1.231560,-1.310930,-0.001132,-12506120.000000,-312653000.0000
82,498.4180,227.9070,0.0000,-1.246324,-1.269189,-0.000679,-12506120.000000,-312653000.0000
83,502.4050,221.0010,0.0000,-1.258891,-1.226226,0.002533,-12506120.000000,-312653000.0000
84,506.3920,214.0950,0.0000,-1.268117,-1.181370,0.004276,-12506120.000000,-312653000.0000
85,510.3800,207.1880,0.0000,-1.276447,-1.136207,0.003982,-12506120.000000,-312653000.0000
86,514.3670,200.2820,0.0000,-1.282546,-1.089731,0.002692,-12506120.000000,-312653000.0000
87,518.3540,193.3760,0.0000,-1.285590,-1.041809,0.003131,-12506120.000000,-312653000.0000
88,522.3420,186.4700,0.0000,-1.286372,-0.992855,0.005559,-12506120.000000,-312653000.0000
89,526.3290,179.5630,0.0000,-1.284924,-0.943667,0.001610,-12506120.000000,-312653000.0000
90,530.3160,172.6570,0.0000,-1.281341,-0.893711,-0.002579,-12506120.000000,-312653000.0000
91,534.3040,165.7510,0.0000,-1.273980,-0.842393,-0.004527,-12506120.000000,-312653000.0000
92,538.2910,158.8440,0.0000,-1.263990,-0.790575,-0.009860,-12506120.000000,-312653000.0000
93,542.2790,151.9380,0.0000,-1.251516,-0.738098,-0.013316,-12506120.000000,-312653000.0000
94,546.2660,145.0320,0.0000,-1.236271,-0.685561,-0.012299,-12506120.000000,-312653000.0000
95,550.2530,138.1260,0.0000,-1.216099,-0.632143,-0.010083,-12506120.000000,-312653000.0000
96,554.2400,131.2190,0.0000,-1.194237,-0.578884,-0.008164,-12506120.000000,-312653000.0000
97,558.2280,124.3130,0.0000,-1.167114,-0.525138,-0.006096,-12506120.000000,-312653000.0000
98,562.2150,117.4070,0.0000,-1.137554,-0.472033,-0.001753,-12506120.000000,-312653000.0000
99,566.2030,110.5000,0.0000,-1.103838,-0.419197,0.000931,-12506120.000000,-312653000.0000
100,570.1900,103.5940,0.0000,-1.065483,-0.366852,0.000899,-12506120.000000,-312653000.0000
101,574.1770,96.6879,0.0000,-1.024713,-0.315749,0.001602,-12506120.000000,-312653000.0000
102,578.1650,89.7816,0.0000,-0.978202,-0.264927,0.004917,-12506120.000000,-312653000.0000
103,582.1520,82.8753,0.0000,-0.927376,-0.215608,0.001043,-12506120.000000,-312653000.0000
104,586.1390,75.9691,0.0000,-0.871505,-0.167707,-0.000452,-12506120.000000,-312653000.0000
105,590.1270,69.0628,0.0000,-0.811075,-0.122190,0.000226,-12506120.000000,-312653000.0000
106,594.1140,62.1565,0.0000,-0.745386,-0.078464,0.003141,-12506120.000000,-312653000.0000
107,598.1010,55.2502,0.0000,-0.674755,-0.038159,0.004590,-12506120.000000,-312653000.0000
108,602.0890,48.3439,0.0000,-0.597808,-0.000491,0.004344,-12506120.000000,-312653000.0000
109,606.0760,41.4377,0.0000,-0.515956,0.031548,0.001542,-12506120.000000,-312653000.0000
110,610.0630,34.5314,0.0000,-0.426111,0.059790,-0.003050,-12506120.000000,-312653000.0000
111,614.0510,27.6251,0.0000,-0.331460,0.079413,-0.006856,-12506120.000000,-312653000.0000
112,618.0380,20.7188,0.0000,-0.231556,0.089791,-0.002201,-12506120.000000,-312653000.0000
113,622.0250,13.8126,0.0000,-0.137323,0.096676,0.000641,-12506120.000000,-312653000.0000
114,626.0130,6.9063,0.0000,-0.036078,0.130423,0.000613,-12506120.000000,-312653000.0000
115,316.9940,542.1430,0.0000,0.256683,-0.149436,-0.078514,-12506120.000000,-312653000.0000
116,320.9810,535.2370,0.0000,0.078527,-0.419154,-0.027036,-12506120.000000,-312653000.0000
117,324.9680,528.3300,0.0000,-0.065834,-0.726421,-0.005223,-12506120.000000,-312653000.0000
118,328.9560,521.4240,0.0000,-0.117727,-0.961806,-0.000266,-12506120.000000,-312653000.0000
119,332.9430,514.5180,0.0000,-0.155561,-1.143548,0.005707,-12506120.000000,-312653000.0000
120,336.9300,507.6110,0.0000,-0.191870,-1.281174,0.000236,-12506120.000000,-312653000.0000
121,340.9180,500.7050,0.0000,-0.224957,-1.392521,-0.008496,-12506120.000000,-312653000.0000
122,344.9050,493.7990,0.0000,-0.255757,-1.482715,-0.018153,-12506120.000000,-312653000.0000
123,348.8920,486.8930,0.0000,-0.284459,-1.556793,-0.018252,-12506120.000000,-312653000.0000
124,352.8800,479.9860,0.0000,-0.311293,-1.618888,-0.005123,-12506120.000000,-312653000.0000
125,356.8670,473.0800,0.0000,-0.338796,-1.672622,-0.005334,-12506120.000000,-312653000.0000
126,360.8540,466.1740,0.0000,-0.364833,-1.717376,-0.003584,-12506120.000000,-312653000.0000
127,364.8420,459.2680,0.0000,-0.391192,-1.754873,-0.002189,-12506120.000000,-312653000.0000
128,368.8290,452.3610,0.0000,-0.417521,-1.786539,-0.005241,-12506120.000000,-312653000.0000
129,372.8160,445.4550,0.0000,-0.444816,-1.812740,-0.005460,-12506120.000000,-312653000.0000
130,376.8040,438.5490,0.0000,-0.471551,-1.834040,-0.001605,-12506120.000000,-312653000.0000
131,380.7910,431.6420,0.0000,-0.498602,-1.851785,0.000498,-12506120.000000,-312653000.0000
132,384.7780,424.7360,0.0000,-0.526929,-1.865707,-0.001852,-12506120.000000,-312653000.0000
133,388.7660,417.8300,0.0000,-0.554290,-1.875535,-0.009351,-12506120.000000,-312653000.0000
134,392.7530,410.9240,0.0000,-0.582547,-1.882227,-0.006118,-12506120.000000,-312653000.0000
135,396.7410,404.0170,0.0000,-0.610185,-1.886616,-0.007217,-12506120.000000,-312653000.0000
136,400.7280,397.1110,0.0000,-0.639917,-1.888635,-0.008276,-12506120.000000,-312653000.0000
137,404.7150,390.2050,0.0000,-0.668572,-1.886845,0.002246,-12506120.000000,-312653000.0000
138,408.7030,383.2980,0.0000,-0.697914,-1.883048,-0.001886,-12506120.000000,-312653000.0000
139,412.6900,376.3920,0.0000,-0.714583,-1.852175,-0.005247,-12506120.000000,-312653000.0000
140,416.6770,369.4860,0.0000,-0.735980,-1.830256,-0.001356,-12506120.000000,-312653000.0000
141,420.6650,362.5800,0.0000,-0.782753,-1.822488,-0.000016,-12506120.000000,-312653000.0000
142,424.6520,355.6730,0.0000,-0.817242,-1.801148,-0.003406,-12506120.000000,-312653000.0000
143,428.6390,348.7670,0.0000,-0.839783,-1.774732,-0.001038,-12506120.000000,-312653000.0000
144,432.6270,341.8610,0.0000,-0.857405,-1.748800,0.001625,-12506120.000000,-312653000.0000
145,436.6140,334.9540,0.0000,-0.873583,-1.726100,0.003018,-12506120.000000,-312653000.0000
146,440.6010,328.0480,0.0000,-0.891246,-1.707143,0.004157,-12506120.000000,-312653000.0000
147,444.5890,321.1420,0.0000,-0.912470,-1.690421,0.007394,-12506120.000000,-312653000.0000
