node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
1,315.0000,545.5960,0.0000,0.002151,-0.000181,0.000068,15.306840,382.6710
2,315.0000,545.5960,-0.2000,0.002157,-0.000180,0.000068,15.306840,382.6710
3,630.0000,0.0000,0.0000,-0.000084,-0.000226,0.000003,15.306840,382.6710
4,630.0000,0.0000,-0.2000,-0.000084,-0.000226,0.000003,15.306840,382.6710
5,55.0000,95.2628,0.0000,0.000089,-0.000175,0.000157,15.306840,382.6710
6,55.0000,95.2628,-0.2000,0.000081,-0.000172,0.000157,15.306840,382.6710
7,110.0000,0.0000,0.0000,-0.000113,0.000174,0.000099,15.306840,382.6710
8,110.0000,0.0000,-0.2000,-0.000118,0.000175,0.000100,15.306840,382.6710
9,63.0801,99.2580,0.0000,-0.000004,0.000003,0.000000,15.306840,382.6710
10,117.5000,5.0000,0.0000,0.000000,0.000002,0.000000,15.306840,382.6710
11,617.5000,5.0000,0.0000,0.000000,-0.000002,0.000000,15.306840,382.6710
12,314.0000,533.8640,0.0000,0.000076,-0.000001,0.000001,15.306840,382.6710
13,301.6450,173.0000,-0.2000,0.002220,-0.001233,-0.356284,15.306840,382.6710
14,63.0801,99.2580,0.1280,0.000000,-0.000000,0.000000,15.306840,382.6710
15,117.5000,5.0000,0.1280,-0.000000,-0.000000,0.000000,15.306840,382.6710
16,617.5000,5.0000,0.1280,-0.000000,-0.000000,0.000000,15.306840,382.6710
17,314.0000,533.8640,0.1280,-0.000000,0.000000,0.000000,15.306840,382.6710
18,63.1803,99.4316,0.1280,0.000000,0.000000,0.000000,15.306840,382.6710
19,117.8010,194.0380,0.1280,0.001516,0.001359,0.000000,15.306840,382.6710
20,301.6450,173.0000,-0.4000,0.002003,-0.003090,-0.356288,15.306840,382.6710
21,314.0000,532.6170,0.1280,-0.000131,-0.000002,0.000000,15.306840,382.6710
22,69.9103,101.0880,0.1280,-0.000202,0.000223,0.000000,15.306840,382.6710
23,122.5000,10.0000,0.1280,0.000113,-0.000014,0.000000,15.306840,382.6710
24,312.4100,521.1100,0.1280,-0.002417,-0.000057,0.000000,15.306840,382.6710
25,607.5000,10.0000,0.1280,0.000077,-0.000019,0.000000,15.306840,382.6710
26,69.9103,101.0880,0.0000,-0.000209,0.000230,-0.000001,15.306840,382.6710
27,122.5000,10.0000,0.0000,0.000111,-0.000019,-0.000001,15.306840,382.6710
28,607.5000,10.0000,0.0000,0.000075,-0.000022,-0.000000,15.306840,382.6710
29,312.4100,521.1100,0.0000,-0.002456,-0.000070,0.000000,15.306840,382.6710
30,117.5000,5.0000,0.6280,0.000000,-0.000000,0.000000,15.306840,382.6710
31,63.0801,99.6058,0.1280,-0.000000,0.000000,0.000000,15.306840,382.6710
32,63.0801,99.6058,0.6280,-0.000000,0.000000,0.000000,15.306840,382.6710
33,617.5000,5.0000,0.6280,0.000000,-0.000000,0.000000,15.306840,382.6710
34,314.0000,532.6170,0.6280,-0.000240,-0.000008,0.000000,15.306840,382.6710
35,315.0000,545.5960,-0.1000,0.002154,-0.000180,0.000068,15.306840,382.6710
36,630.0000,0.0000,-0.1000,-0.000084,-0.000226,0.000003,15.306840,382.6710
37,318.9870,538.6900,0.0000,0.000903,-0.000945,0.000124,15.306840,382.6710
38,322.9750,531.7830,0.0000,-0.000584,-0.001671,0.000102,15.306840,382.6710
39,326.9620,524.8770,0.0000,-0.002105,-0.001960,0.000054,15.306840,382.6710
40,330.9490,517.9710,0.0000,-0.003278,-0.001907,0.000081,15.306840,382.6710
41,334.9370,511.0650,0.0000,-0.004221,-0.001651,0.000097,15.306840,382.6710
42,338.9240,504.1580,0.0000,-0.004909,-0.001295,0.000045,15.306840,382.6710
43,342.9110,497.2520,0.0000,-0.005447,-0.000875,-0.000064,15.306840,382.6710
44,346.8990,490.3460,0.0000,-0.005794,-0.000310,-0.000351,15.306840,382.6710
45,350.8860,483.4390,0.0000,-0.005941,0.000287,-0.000234,15.306840,382.6710
46,354.8730,476.5330,0.0000,-0.005918,0.000920,-0.000083,15.306840,382.6710
47,358.8610,469.6270,0.0000,-0.005682,0.001548,-0.000043,15.306840,382.6710
48,362.8480,462.7210,0.0000,-0.005313,0.002074,0.000011,15.306840,382.6710
49,366.8350,455.8140,0.0000,-0.004894,0.002527,-0.000039,15.306840,382.6710
50,370.8230,448.9080,0.0000,-0.004457,0.002946,-0.000046,15.306840,382.6710
51,374.8100,442.0020,0.0000,-0.003906,0.003325,-0.000043,15.306840,382.6710
52,378.7970,435.0960,0.0000,-0.003282,0.003580,-0.000042,15.306840,382.6710
53,382.7850,428.1890,0.0000,-0.002684,0.003692,-0.000036,15.306840,382.6710
54,386.7720,421.2830,0.0000,-0.002199,0.003742,-0.000218,15.306840,382.6710
55,390.7590,414.3770,0.0000,-0.001760,0.003788,-0.000133,15.306840,382.6710
56,394.7470,407.4700,0.0000,-0.001344,0.003803,-0.000035,15.306840,382.6710
57,398.7340,400.5640,0.0000,-0.001011,0.003824,-0.000005,15.306840,382.6710
58,402.7220,393.6580,0.0000,-0.000549,0.003951,0.000037,15.306840,382.6710
59,406.7090,386.7520,0.0000,-0.000181,0.003694,0.000080,15.306840,382.6710
60,410.6960,379.8450,0.0000,-0.000525,0.003314,-0.000131,15.306840,382.6710
61,414.6840,372.9390,0.0000,-0.000319,0.003263,-0.000410,15.306840,382.6710
62,418.6710,366.0330,0.0000,0.000115,0.003274,-0.000333,15.306840,382.6710
63,422.6580,359.1260,0.0000,0.000423,0.003429,-0.000382,15.306840,382.6710
64,426.6460,352.2200,0.0000,0.000835,0.003541,-0.000320,15.306840,382.6710
65,430.6330,345.3140,0.0000,0.001206,0.003513,-0.000173,15.306840,382.6710
66,434.6200,338.4080,0.0000,0.001449,0.003448,0.000075,15.306840,382.6710
67,438.6080,331.5010,0.0000,0.001681,0.003451,0.000279,15.306840,382.6710
68,442.5950,324.5950,0.0000,0.002016,0.003484,0.000344,15.306840,382.6710
69,446.5820,317.6890,0.0000,0.002458,0.003511,0.000252,15.306840,382.6710
70,450.5700,310.7830,0.0000,0.003020,0.003504,0.000161,15.306840,382.6710
71,454.5570,303.8760,0.0000,0.003595,0.003363,0.000042,15.306840,382.6710
72,458.5440,296.9700,0.0000,0.004075,0.003090,-0.000064,15.306840,382.6710
73,462.5320,290.0640,0.0000,0.004449,0.002763,-0.000074,15.306840,382.6710
74,466.5190,283.1570,0.0000,0.004713,0.002387,-0.000061,15.306840,382.6710
75,470.5060,276.2510,0.0000,0.004885,0.002007,-0.001109,15.306840,382.6710
76,474.4940,269.3450,0.0000,0.005015,0.001646,-0.002075,15.306840,382.6710
77,478.4810,262.4390,0.0000,0.005044,0.001171,-0.003210,15.306840,382.6710
78,482.4680,255.5320,0.0000,0.004744,0.000774,-0.002483,15.306840,382.6710
79,486.4560,248.6260,0.0000,0.004738,0.000506,-0.000510,15.306840,382.6710
80,490.4430,241.7200,0.0000,0.004724,0.000187,-0.000429,15.306840,382.6710
81,494.4300,234.8130,0.0000,0.004470,-0.000198,-0.000479,15.306840,382.6710
82,498.4180,227.9070,0.0000,0.004090,-0.000563,-0.000194,15.306840,382.6710
83,502.4050,221.0010,0.0000,0.003725,-0.000779,-0.000025,15.306840,382.6710
84,506.3920,214.0950,0.0000,0.003430,-0.000988,0.000073,15.306840,382.6710
85,510.3800,207.1880,0.0000,0.003034,-0.001205,0.000017,15.306840,382.6710
86,514.3670,200.2820,0.0000,0.002679,-0.001276,-0.000132,15.306840,382.6710
87,518.3540,193.3760,0.0000,0.002395,-0.001381,-0.000565,15.306840,382.6710
88,522.3420,186.4700,0.0000,0.001954,-0.001389,-0.001446,15.306840,382.6710
89,526.3290,179.5630,0.0000,0.001645,-0.001432,-0.000116,15.306840,382.6710
90,530.3160,172.6570,0.0000,0.001479,-0.001336,0.000210,15.306840,382.6710
91,534.3040,165.7510,0.0000,0.001221,-0.001236,0.000146,15.306840,382.6710
92,538.2910,158.8440,0.0000,0.001186,-0.001064,0.000065,15.306840,382.6710
93,542.2790,151.9380,0.0000,0.001066,-0.001081,0.000032,15.306840,382.6710
94,546.2660,145.0320,0.0000,0.000814,-0.001068,-0.000072,15.306840,382.6710
95,550.2530,138.1260,0.0000,0.000675,-0.000931,-0.000228,15.306840,382.6710
96,554.2400,131.2190,0.0000,0.000676,-0.000716,-0.000288,15.306840,382.6710
97,558.2280,124.3130,0.0000,0.000648,-0.000612,-0.000112,15.306840,382.6710
98,562.2150,117.4070,0.0000,0.000640,-0.000549,-0.000124,15.306840,382.6710
99,566.2030,110.5000,0.0000,0.000588,-0.000492,-0.000053,15.306840,382.6710
100,570.1900,103.5940,0.0000,0.000573,-0.000360,-0.000089,15.306840,382.6710
101,574.1770,96.6879,0.0000,0.000644,-0.000286,-0.000105,15.306840,382.6710
102,578.1650,89.7816,0.0000,0.000649,-0.000276,-0.000035,15.306840,382.6710
103,582.1520,82.8753,0.0000,0.000586,-0.000265,-0.000090,15.306840,382.6710
104,586.1390,75.9691,0.0000,0.000594,-0.000175,-0.000122,15.306840,382.6710
105,590.1270,69.0628,0.0000,0.000645,-0.000203,-0.000082,15.306840,382.6710
106,594.1140,62.1565,0.0000,0.000629,-0.000215,-0.000011,15.306840,382.6710
107,598.1010,55.2502,0.0000,0.000632,-0.000233,0.000017,15.306840,382.6710
108,602.0890,48.3439,0.0000,0.000586,-0.000229,0.000006,15.306840,382.6710
109,606.0760,41.4377,0.0000,0.000541,-0.000209,0.000013,15.306840,382.6710
110,610.0630,34.5314,0.0000,0.000478,-0.000195,0.000036,15.306840,382.6710
111,614.0510,27.6251,0.0000,0.000388,-0.000192,0.000068,15.306840,382.6710
112,618.0380,20.7188,0.0000,0.000242,-0.000188,0.000061,15.306840,382.6710
113,622.0250,13.8126,0.0000,0.000130,-0.000137,0.000032,15.306840,382.6710
114,626.0130,6.9063,0.0000,0.000036,-0.000160,0.000018,15.306840,382.6710
115,316.9940,542.1430,0.0000,0.001535,-0.000548,0.000104,15.306840,382.6710
116,320.9810,535.2370,0.0000,0.000206,-0.001336,0.000118,15.306840,382.6710
