node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
1,315.0000,545.5960,0.0000,-0.000008,0.000002,-0.000048,1.001068,25.0267
2,315.0000,545.5960,-0.2000,-0.000008,0.000000,-0.000048,1.001068,25.0267
3,630.0000,0.0000,0.0000,-0.000001,0.000000,0.000016,1.001068,25.0267
4,630.0000,0.0000,-0.2000,-0.000001,-0.000000,0.000016,1.001068,25.0267
5,55.0000,95.2628,0.0000,-0.000002,-0.000000,-0.000002,1.001068,25.0267
6,55.0000,95.2628,-0.2000,-0.000002,-0.000000,-0.000002,1.001068,25.0267
7,110.0000,0.0000,0.0000,-0.000002,0.000000,-0.000002,1.001068,25.0267
8,110.0000,0.0000,-0.2000,-0.000001,0.000000,-0.000002,1.001068,25.0267
9,63.0801,99.2580,0.0000,-0.000002,0.000000,-0.000000,1.001068,25.0267
10,117.5000,5.0000,0.0000,-0.000001,-0.000001,0.000000,1.001068,25.0267
11,617.5000,5.0000,0.0000,-0.000001,-0.000000,0.000000,1.001068,25.0267
12,314.0000,533.8640,0.0000,-0.000002,0.000000,-0.000000,1.001068,25.0267
13,301.6450,173.0000,-0.2000,0.000463,0.002313,-0.036501,1.001068,25.0267
14,63.0801,99.2580,0.1280,0.000002,-0.000000,0.000000,1.001068,25.0267
15,117.5000,5.0000,0.1280,-0.000001,-0.000001,0.000000,1.001068,25.0267
16,617.5000,5.0000,0.1280,-0.000001,-0.000000,0.000000,1.001068,25.0267
17,314.0000,533.8640,0.1280,0.000000,-0.000000,0.000000,1.001068,25.0267
18,63.1803,99.4316,0.1280,-0.000002,0.000000,0.000000,1.001068,25.0267
19,117.8010,194.0380,0.1280,-0.000005,0.000003,0.000000,1.001068,25.0267
20,301.6450,173.0000,-0.4000,0.001325,0.006887,-0.036499,1.001068,25.0267
21,314.0000,532.6170,0.1280,-0.000002,0.000001,0.000000,1.001068,25.0267
22,69.9103,101.0880,0.1280,-0.000002,-0.000001,0.000000,1.001068,25.0267
23,122.5000,10.0000,0.1280,0.000000,-0.000002,0.000000,1.001068,25.0267
24,312.4100,521.1100,0.1280,-0.000005,-0.000000,0.000000,1.001068,25.0267
25,607.5000,10.0000,0.1280,-0.000001,-0.000001,0.000000,1.001068,25.0267
26,69.9103,101.0880,0.0000,-0.000002,-0.000001,0.000000,1.001068,25.0267
27,122.5000,10.0000,0.0000,0.000000,-0.000002,0.000000,1.001068,25.0267
28,607.5000,10.0000,0.0000,-0.000000,-0.000001,-0.000000,1.001068,25.0267
29,312.4100,521.1100,0.0000,-0.000004,0.000000,-0.000000,1.001068,25.0267
30,117.5000,5.0000,0.6280,0.000006,-0.000001,0.000000,1.001068,25.0267
31,63.0801,99.6058,0.1280,0.000001,-0.000000,0.000000,1.001068,25.0267
32,63.0801,99.6058,0.6280,0.000000,0.000000,0.000000,1.001068,25.0267
