node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
1,315.0000,545.5960,0.0000,-0.842834,-6.333913,0.680712,0.980998,24.5250
2,315.0000,545.5960,-0.2000,-0.839174,-6.320138,0.680664,0.980998,24.5250
3,630.0000,0.0000,0.0000,-9.312562,7.184004,0.018078,0.980998,24.5250
4,630.0000,0.0000,-0.2000,-9.312777,7.183006,0.018199,0.980998,24.5250
5,55.0000,95.2628,0.0000,8.592950,7.525928,0.108901,0.980998,24.5250
6,55.0000,95.2628,-0.2000,8.587680,7.528039,0.107279,0.980998,24.5250
7,110.0000,0.0000,0.0000,8.323310,8.691848,0.028742,0.980998,24.5250
8,110.0000,0.0000,-0.2000,8.322830,8.690484,0.028685,0.980998,24.5250
9,63.0801,99.2580,0.0000,8.922490,6.743674,0.000352,0.980998,24.5250
10,117.5000,5.0000,0.0000,7.944775,9.273955,0.000161,0.980998,24.5250
11,617.5000,5.0000,0.0000,-8.907755,8.280343,0.000062,0.980998,24.5250
12,314.0000,533.8640,0.0000,1.079163,-6.607811,0.004592,0.980998,24.5250
13,301.6450,173.0000,-0.2000,1.071693,10.729634,-0.150169,0.980998,24.5250
14,63.0801,99.2580,0.1280,9.152727,6.699241,0.000000,0.980998,24.5250
15,117.5000,5.0000,0.1280,7.948996,9.282523,0.000000,0.980998,24.5250
16,617.5000,5.0000,0.1280,-8.913239,8.290554,0.000000,0.980998,24.5250
17,314.0000,533.8640,0.1280,1.092249,-7.001106,0.000000,0.980998,24.5250
18,63.1803,99.4316,0.1280,8.966050,6.731378,0.000000,0.980998,24.5250
19,117.8010,194.0380,0.1280,1.485211,8.566070,0.000000,0.980998,24.5250
20,301.6450,173.0000,-0.4000,1.075381,10.732212,-0.150448,0.980998,24.5250
21,314.0000,532.6170,0.1280,1.152108,-6.295887,0.000000,0.980998,24.5250
22,69.9103,101.0880,0.1280,8.018652,6.905038,0.000000,0.980998,24.5250
23,122.5000,10.0000,0.1280,7.580218,9.441562,0.000000,0.980998,24.5250
24,312.4100,521.1100,0.1280,1.269646,-3.145334,0.000000,0.980998,24.5250
25,607.5000,10.0000,0.1280,-8.471987,8.593405,0.000000,0.980998,24.5250
26,69.9103,101.0880,0.0000,8.019196,6.905392,-0.000705,0.980998,24.5250
27,122.5000,10.0000,0.0000,7.579775,9.441006,-0.000188,0.980998,24.5250
28,607.5000,10.0000,0.0000,-8.472265,8.593582,-0.000215,0.980998,24.5250
29,312.4100,521.1100,0.0000,1.269570,-3.144159,-0.000023,0.980998,24.5250
30,117.5000,5.0000,0.6280,8.021028,9.420686,0.000000,0.980998,24.5250
31,63.0801,99.6058,0.1280,10.342620,6.713534,0.000000,0.980998,24.5250
32,63.0801,99.6058,0.6280,9.745917,6.666827,0.000000,0.980998,24.5250
33,617.5000,5.0000,0.6280,-9.039068,8.522662,0.000000,0.980998,24.5250
34,314.0000,532.6170,0.6280,1.153067,-6.206669,0.000000,0.980998,24.5250
35,315.0000,545.5960,-0.1000,-0.841006,-6.327025,0.680685,0.980998,24.5250
36,630.0000,0.0000,-0.1000,-9.312676,7.183511,0.018138,0.980998,24.5250
37,318.9870,538.6900,0.0000,0.146391,-5.087494,0.314029,0.980998,24.5250
38,322.9750,531.7830,0.0000,1.066176,-3.625383,0.129051,0.980998,24.5250
39,326.9620,524.8770,0.0000,1.343574,-2.221378,0.042599,0.980998,24.5250
40,330.9490,517.9710,0.0000,1.301909,-1.053564,0.029858,0.980998,24.5250
41,334.9370,511.0650,0.0000,1.290636,-0.118428,0.021886,0.980998,24.5250
42,338.9240,504.1580,0.0000,1.271403,0.674003,0.015810,0.980998,24.5250
43,342.9110,497.2520,0.0000,1.244051,1.360823,0.015692,0.980998,24.5250
44,346.8990,490.3460,0.0000,1.213723,1.973247,0.012407,0.980998,24.5250
45,350.8860,483.4390,0.0000,1.183396,2.520096,0.010945,0.980998,24.5250
46,354.8730,476.5330,0.0000,1.150782,3.021237,0.010876,0.980998,24.5250
47,358.8610,469.6270,0.0000,1.119059,3.484996,0.010273,0.980998,24.5250
48,362.8480,462.7210,0.0000,1.091647,3.911957,0.009332,0.980998,24.5250
49,366.8350,455.8140,0.0000,1.065879,4.311684,0.007123,0.980998,24.5250
50,370.8230,448.9080,0.0000,1.043678,4.686098,0.005395,0.980998,24.5250
51,374.8100,442.0020,0.0000,1.024493,5.039346,0.004266,0.980998,24.5250
52,378.7970,435.0960,0.0000,1.009170,5.372791,0.003538,0.980998,24.5250
53,382.7850,428.1890,0.0000,0.997350,5.688190,0.003045,0.980998,24.5250
54,386.7720,421.2830,0.0000,0.988648,5.988702,0.001428,0.980998,24.5250
55,390.7590,414.3770,0.0000,0.983580,6.273545,0.001455,0.980998,24.5250
56,394.7470,407.4700,0.0000,0.981420,6.545358,0.003001,0.980998,24.5250
57,398.7340,400.5640,0.0000,0.982520,6.804446,0.004184,0.980998,24.5250
58,402.7220,393.6580,0.0000,0.986498,7.051692,0.004249,0.980998,24.5250
59,406.7090,386.7520,0.0000,0.993296,7.287780,0.005378,0.980998,24.5250
60,410.6960,379.8450,0.0000,1.002771,7.512963,0.004092,0.980998,24.5250
61,414.6840,372.9390,0.0000,1.014861,7.727125,0.002864,0.980998,24.5250
62,418.6710,366.0330,0.0000,1.028700,7.931051,0.002296,0.980998,24.5250
63,422.6580,359.1260,0.0000,1.044140,8.124994,0.001741,0.980998,24.5250
64,426.6460,352.2200,0.0000,1.061021,8.308967,0.001489,0.980998,24.5250
65,430.6330,345.3140,0.0000,1.079034,8.483170,0.001835,0.980998,24.5250
66,434.6200,338.4080,0.0000,1.097799,8.647151,0.001605,0.980998,24.5250
67,438.6080,331.5010,0.0000,1.116712,8.801236,0.001420,0.980998,24.5250
68,442.5950,324.5950,0.0000,1.135147,8.945780,0.001738,0.980998,24.5250
69,446.5820,317.6890,0.0000,1.153124,9.080354,0.001817,0.980998,24.5250
70,450.5700,310.7830,0.0000,1.169580,9.205272,0.000857,0.980998,24.5250
71,454.5570,303.8760,0.0000,1.184571,9.319980,0.000742,0.980998,24.5250
72,458.5440,296.9700,0.0000,1.197225,9.424654,0.000769,0.980998,24.5250
73,462.5320,290.0640,0.0000,1.206631,9.519559,0.000821,0.980998,24.5250
74,466.5190,283.1570,0.0000,1.212868,9.603963,0.001005,0.980998,24.5250
75,470.5060,276.2510,0.0000,1.214811,9.678257,0.001429,0.980998,24.5250
76,474.4940,269.3450,0.0000,1.212017,9.742201,0.001423,0.980998,24.5250
77,478.4810,262.4390,0.0000,1.203672,9.796074,0.000815,0.980998,24.5250
78,482.4680,255.5320,0.0000,1.189155,9.839697,0.000561,0.980998,24.5250
79,486.4560,248.6260,0.0000,1.167895,9.872946,0.000528,0.980998,24.5250
80,490.4430,241.7200,0.0000,1.139115,9.895743,0.000326,0.980998,24.5250
81,494.4300,234.8130,0.0000,1.101877,9.908178,0.000208,0.980998,24.5250
82,498.4180,227.9070,0.0000,1.055509,9.910642,0.000095,0.980998,24.5250
83,502.4050,221.0010,0.0000,0.999368,9.902921,0.000124,0.980998,24.5250
84,506.3920,214.0950,0.0000,0.932544,9.885242,0.000188,0.980998,24.5250
85,510.3800,207.1880,0.0000,0.854231,9.857667,0.000391,0.980998,24.5250
86,514.3670,200.2820,0.0000,0.763612,9.820729,0.000416,0.980998,24.5250
87,518.3540,193.3760,0.0000,0.659969,9.774477,0.000387,0.980998,24.5250
88,522.3420,186.4700,0.0000,0.542585,9.719012,0.000501,0.980998,24.5250
89,526.3290,179.5630,0.0000,0.410389,9.654967,0.000575,0.980998,24.5250
90,530.3160,172.6570,0.0000,0.262755,9.582821,0.000640,0.980998,24.5250
91,534.3040,165.7510,0.0000,0.098828,9.503156,0.000757,0.980998,24.5250
92,538.2910,158.8440,0.0000,-0.081959,9.416086,0.000671,0.980998,24.5250
93,542.2790,151.9380,0.0000,-0.280582,9.322773,0.000512,0.980998,24.5250
94,546.2660,145.0320,0.0000,-0.497564,9.223710,0.000586,0.980998,24.5250
95,550.2530,138.1260,0.0000,-0.733717,9.120009,0.000767,0.980998,24.5250
96,554.2400,131.2190,0.0000,-0.989346,9.012125,0.001047,0.980998,24.5250
97,558.2280,124.3130,0.0000,-1.265463,8.902144,0.001258,0.980998,24.5250
98,562.2150,117.4070,0.0000,-1.561527,8.789938,0.001454,0.980998,24.5250
99,566.2030,110.5000,0.0000,-1.879012,8.677417,0.001417,0.980998,24.5250
100,570.1900,103.5940,0.0000,-2.217600,8.566108,0.001277,0.980998,24.5250
101,574.1770,96.6879,0.0000,-2.577039,8.457087,0.001036,0.980998,24.5250
102,578.1650,89.7816,0.0000,-2.957457,8.352173,0.001015,0.980998,24.5250
103,582.1520,82.8753,0.0000,-3.358814,8.253603,0.001116,0.980998,24.5250
104,586.1390,75.9691,0.0000,-3.780252,8.163058,0.001859,0.980998,24.5250
105,590.1270,69.0628,0.0000,-4.220709,8.082028,0.002295,0.980998,24.5250
106,594.1140,62.1565,0.0000,-4.679350,8.012865,0.002909,0.980998,24.5250
107,598.1010,55.2502,0.0000,-5.154408,7.957767,0.002963,0.980998,24.5250
108,602.0890,48.3439,0.0000,-5.643113,7.916822,0.002608,0.980998,24.5250
109,606.0760,41.4377,0.0000,-6.143129,7.891889,0.003335,0.980998,24.5250
110,610.0630,34.5314,0.0000,-6.650499,7.879921,0.005715,0.980998,24.5250
111,614.0510,27.6251,0.0000,-7.158818,7.875915,0.006729,0.980998,24.5250
112,618.0380,20.7188,0.0000,-7.657924,7.852284,0.006715,0.980998,24.5250
113,622.0250,13.8126,0.0000,-8.158647,7.758516,0.007638,0.980998,24.5250
114,626.0130,6.9063,0.0000,-8.721697,7.515465,0.005276,0.980998,24.5250
115,316.9940,542.1430,0.0000,-0.280116,-5.838598,0.488879,0.980998,24.5250
116,320.9810,535.2370,0.0000,0.685297,-4.416155,0.201830,0.980998,24.5250
117,324.9680,528.3300,0.0000,1.279895,-2.861755,0.073474,0.980998,24.5250
118,328.9560,521.4240,0.0000,1.317200,-1.606490,0.037185,0.980998,24.5250
