node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
1,315.0000,545.5960,0.0000,1.407598,-0.055727,0.827824,nan,nan
2,315.0000,545.5960,-0.2000,1.409084,-0.008950,0.827795,nan,nan
3,630.0000,0.0000,0.0000,0.995936,0.348820,-0.025996,nan,nan
4,630.0000,0.0000,-0.2000,0.995218,0.349123,-0.025989,nan,nan
5,55.0000,95.2628,0.0000,0.834117,-0.514955,0.000701,nan,nan
6,55.0000,95.2628,-0.2000,0.834077,-0.514928,0.000686,nan,nan
7,110.0000,0.0000,0.0000,1.015773,-0.480188,-0.000332,nan,nan
8,110.0000,0.0000,-0.2000,1.015792,-0.480194,-0.000321,nan,nan
9,63.0801,99.2580,0.0000,0.832438,-0.510610,-0.000008,nan,nan
10,117.5000,5.0000,0.0000,1.000050,-0.454961,-0.000010,nan,nan
11,617.5000,5.0000,0.0000,0.948571,0.227473,-0.000038,nan,nan
12,314.0000,533.8640,0.0000,1.290511,-0.016868,-0.000075,nan,nan
13,301.6450,173.0000,-0.2000,0.713359,-0.162917,0.113876,nan,nan
14,63.0801,99.2580,0.1280,0.832345,-0.510690,0.000000,nan,nan
15,117.5000,5.0000,0.1280,1.000109,-0.455381,0.000000,nan,nan
16,617.5000,5.0000,0.1280,0.949857,0.227592,0.000000,nan,nan
17,314.0000,533.8640,0.1280,1.288898,-0.016754,0.000000,nan,nan
18,63.1803,99.4316,0.1280,0.832090,-0.510588,0.000000,nan,nan
19,117.8010,194.0380,0.1280,0.698075,-0.421054,0.000000,nan,nan
20,301.6450,173.0000,-0.4000,0.706628,-0.159574,0.113936,nan,nan
21,314.0000,532.6170,0.1280,1.282979,-0.017308,0.000000,nan,nan
22,69.9103,101.0880,0.1280,0.826089,-0.491793,0.000000,nan,nan
23,122.5000,10.0000,0.1280,0.981321,-0.434432,0.000000,nan,nan
24,312.4100,521.1100,0.1280,1.125221,-0.030765,0.000000,nan,nan
25,607.5000,10.0000,0.1280,0.904093,0.188555,0.000000,nan,nan
26,69.9103,101.0880,0.0000,0.826043,-0.491796,0.000008,nan,nan
27,122.5000,10.0000,0.0000,0.981379,-0.434444,-0.000008,nan,nan
28,607.5000,10.0000,0.0000,0.904237,0.188463,0.000019,nan,nan
29,312.4100,521.1100,0.0000,1.124705,-0.030758,0.000040,nan,nan
30,117.5000,5.0000,0.6280,1.003933,-0.431221,0.000000,nan,nan
31,63.0801,99.6058,0.1280,0.820334,-0.503884,0.000000,nan,nan
32,63.0801,99.6058,0.6280,0.822821,-0.502254,0.000000,nan,nan
33,617.5000,5.0000,0.6280,0.814737,0.244684,0.000000,nan,nan
34,314.0000,532.6170,0.6280,1.697692,-0.112492,0.000000,nan,nan
35,315.0000,545.5960,-0.1000,1.408342,-0.032345,0.827788,nan,nan
36,630.0000,0.0000,-0.1000,0.995579,0.348975,-0.025995,nan,nan
37,318.9870,538.6900,0.0000,1.348330,-0.085007,0.024686,nan,nan
38,322.9750,531.7830,0.0000,1.292711,-0.178378,0.013929,nan,nan
39,326.9620,524.8770,0.0000,1.141476,-0.326257,0.004979,nan,nan
40,330.9490,517.9710,0.0000,0.904537,-0.418876,0.005805,nan,nan
41,334.9370,511.0650,0.0000,0.683688,-0.417762,0.006181,nan,nan
42,338.9240,504.1580,0.0000,0.539712,-0.379141,0.002625,nan,nan
43,342.9110,497.2520,0.0000,0.437035,-0.334240,0.003132,nan,nan
44,346.8990,490.3460,0.0000,0.386890,-0.281585,0.001833,nan,nan
45,350.8860,483.4390,0.0000,0.363178,-0.243292,0.001470,nan,nan
46,354.8730,476.5330,0.0000,0.348515,-0.215156,0.001453,nan,nan
47,358.8610,469.6270,0.0000,0.339225,-0.192706,0.001071,nan,nan
48,362.8480,462.7210,0.0000,0.334736,-0.173219,0.000671,nan,nan
49,366.8350,455.8140,0.0000,0.332551,-0.156905,0.000454,nan,nan
50,370.8230,448.9080,0.0000,0.330571,-0.142936,0.000259,nan,nan
51,374.8100,442.0020,0.0000,0.331169,-0.129607,0.000171,nan,nan
52,378.7970,435.0960,0.0000,0.334445,-0.116704,0.000074,nan,nan
53,382.7850,428.1890,0.0000,0.339131,-0.107904,-0.000218,nan,nan
54,386.7720,421.2830,0.0000,0.337001,-0.102485,-0.000221,nan,nan
55,390.7590,414.3770,0.0000,0.323346,-0.092174,0.000297,nan,nan
56,394.7470,407.4700,0.0000,0.324743,-0.052853,-0.000302,nan,nan
57,398.7340,400.5640,0.0000,0.382576,-0.017989,-0.001064,nan,nan
58,402.7220,393.6580,0.0000,0.412160,-0.028805,-0.001086,nan,nan
59,406.7090,386.7520,0.0000,0.410732,-0.033433,0.000049,nan,nan
