node_id,x_mm,y_mm,z_mm,Ux_mm,Uy_mm,Uz_mm,vonMises_MPa
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.5,0.0,0.0,0.0,0.0
3,625.204,0.0,0.0,0.0,0.0,0.0,0.0
4,625.204,0.0,0.5,0.0,0.0,0.0,0.0
5,312.602,541.443,0.0,0.0,0.0,0.0,0.0
6,312.602,541.443,0.5,0.0,0.0,0.0,0.0
7,4.9619,0.0,0.0,0.0,0.0,0.0,0.1645
8,9.9239,0.0,0.0,0.0,0.0,0.0,0.4143
9,14.8858,0.0,0.0,0.0,0.0,0.0,0.6223
10,19.8477,0.0,0.0,0.0,0.0,0.0,1.0238
11,24.8097,0.0,0.0,0.0,0.0,0.0,0.7774
12,29.7716,0.0,0.0,0.0,0.0,0.0,0.7762
13,34.7336,0.0,0.0,0.0,0.0,0.0,0.8378
14,39.6955,0.0,0.0,0.0,0.0,0.0,0.835
15,44.6574,0.0,0.0,0.0,0.0,0.0,0.939
16,49.6194,0.0,0.0,0.0,0.0,0.0,0.4319
17,54.5813,0.0,0.0,0.0,0.0,0.0,0.4414
18,59.5432,0.0,0.0,0.0,0.0,0.0,0.45
19,64.5052,0.0,0.0,0.0,0.0,0.0,0.4231
20,69.4671,0.0,0.0,0.0,0.0,0.0,0.5754
21,74.429,0.0,0.0,0.0,0.0,0.0,0.5705
22,79.391,0.0,0.0,0.0,0.0,0.0,0.584
23,84.3529,0.0,0.0,0.0,0.0,0.0,0.3993
24,89.3148,0.0,0.0,0.0,0.0,0.0,0.4372
25,94.2768,0.0,0.0,0.0,0.0,0.0,0.4596
26,99.2387,0.0,0.0,0.0,0.0,0.0,0.492
27,104.201,0.0,0.0,0.0,0.0,0.0,0.4217
28,109.163,0.0,0.0,0.0,0.0,0.0,0.4541
29,114.125,0.0,0.0,0.0,0.0,0.0,0.8294
30,119.086,0.0,0.0,0.0,0.0,0.0,0.8384
31,124.048,0.0,0.0,0.0,0.0,0.0,0.8375
32,129.01,0.0,0.0,0.0,0.0,0.0,0.5083
33,133.972,0.0,0.0,0.0,0.0,0.0,0.3791
34,138.934,0.0,0.0,0.0,0.0,0.0,0.748
35,143.896,0.0,0.0,0.0,0.0,0.0,0.4708
36,148.858,0.0,0.0,0.0,0.0,0.0,0.5666
37,153.82,0.0,0.0,0.0,0.0,0.0,0.832
38,158.782,0.0,0.0,0.0,0.0,0.0,0.4416
39,163.744,0.0,0.0,0.0,0.0,0.0,0.5722
40,168.706,0.0,0.0,0.0,0.0,0.0,0.9112
41,173.668,0.0,0.0,0.0,0.0,0.0,0.405
42,178.63,0.0,0.0,0.0,0.0,0.0,0.4447
43,183.592,0.0,0.0,0.0,0.0,0.0,0.2826
44,188.554,0.0,0.0,0.0,0.0,0.0,0.7591
45,193.516,0.0,0.0,0.0,0.0,0.0,0.8345
46,198.477,0.0,0.0,0.0,0.0,0.0,0.6794
47,203.439,0.0,0.0,0.0,0.0,0.0,0.7539
48,208.401,0.0,0.0,0.0,0.0,0.0,0.3974
49,213.363,0.0,0.0,0.0,0.0,0.0,0.8371
50,218.325,0.0,0.0,0.0,0.0,0.0,0.7404
51,223.287,0.0,0.0,0.0,0.0,0.0,0.4578
52,228.249,0.0,0.0,0.0,0.0,0.0,0.4097
53,233.211,0.0,0.0,0.0,0.0,0.0,0.4424
54,238.173,0.0,0.0,0.0,0.0,0.0,0.4365
55,243.135,0.0,0.0,0.0,0.0,0.0,0.4398
56,248.097,0.0,0.0,0.0,0.0,0.0,0.5196
57,253.059,0.0,0.0,0.0,0.0,0.0,0.4086
58,258.021,0.0,0.0,0.0,0.0,0.0,0.4151
59,262.983,0.0,0.0,0.0,0.0,0.0,0.4937
