node_id,x_mm,y_mm,z_mm,Ux_mm,Uy_mm,Uz_mm,vonMises_MPa
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.5,0.0,0.0,0.0,0.0
3,625.204,0.0,0.0,0.0,0.0,0.0,0.0
4,625.204,0.0,0.5,0.0,0.0,0.0,0.0
5,312.602,541.443,0.0,0.0,0.0,0.0,0.0
6,312.602,541.443,0.5,0.0,0.0,0.0,0.0
7,4.9619,0.0,0.0,0.0,0.0,0.0,0.235
8,9.9239,0.0,0.0,0.0,0.0,0.0,0.5919
9,14.8858,0.0,0.0,0.0,0.0,0.0,0.889
10,19.8477,0.0,0.0,0.0,0.0,0.0,1.4626
11,24.8097,0.0,0.0,0.0,0.0,0.0,1.1106
12,29.7716,0.0,0.0,0.0,0.0,0.0,1.1089
13,34.7336,0.0,0.0,0.0,0.0,0.0,1.1968
14,39.6955,0.0,0.0,0.0,0.0,0.0,1.1929
15,44.6574,0.0,0.0,0.0,0.0,0.0,1.3414
16,49.6194,0.0,0.0,0.0,0.0,0.0,0.617
17,54.5813,0.0,0.0,0.0,0.0,0.0,0.6306
18,59.5432,0.0,0.0,0.0,0.0,0.0,0.6429
19,64.5052,0.0,0.0,0.0,0.0,0.0,0.6044
20,69.4671,0.0,0.0,0.0,0.0,0.0,0.822
21,74.429,0.0,0.0,0.0,0.0,0.0,0.815
22,79.391,0.0,0.0,0.0,0.0,0.0,0.8343
23,84.3529,0.0,0.0,0.0,0.0,0.0,0.5704
24,89.3148,0.0,0.0,0.0,0.0,0.0,0.6245
25,94.2768,0.0,0.0,0.0,0.0,0.0,0.6566
26,99.2387,0.0,0.0,0.0,0.0,0.0,0.7029
27,104.201,0.0,0.0,0.0,0.0,0.0,0.6024
28,109.163,0.0,0.0,0.0,0.0,0.0,0.6487
29,114.125,0.0,0.0,0.0,0.0,0.0,1.1848
30,119.086,0.0,0.0,0.0,0.0,0.0,1.1977
31,124.048,0.0,0.0,0.0,0.0,0.0,1.1964
32,129.01,0.0,0.0,0.0,0.0,0.0,0.7262
33,133.972,0.0,0.0,0.0,0.0,0.0,0.5416
34,138.934,0.0,0.0,0.0,0.0,0.0,1.0686
35,143.896,0.0,0.0,0.0,0.0,0.0,0.6725
36,148.858,0.0,0.0,0.0,0.0,0.0,0.8094
37,153.82,0.0,0.0,0.0,0.0,0.0,1.1886
38,158.782,0.0,0.0,0.0,0.0,0.0,0.6308
39,163.744,0.0,0.0,0.0,0.0,0.0,0.8174
40,168.706,0.0,0.0,0.0,0.0,0.0,1.3017
41,173.668,0.0,0.0,0.0,0.0,0.0,0.5785
42,178.63,0.0,0.0,0.0,0.0,0.0,0.6353
43,183.592,0.0,0.0,0.0,0.0,0.0,0.4038
44,188.554,0.0,0.0,0.0,0.0,0.0,1.0845
45,193.516,0.0,0.0,0.0,0.0,0.0,1.1922
46,198.477,0.0,0.0,0.0,0.0,0.0,0.9706
47,203.439,0.0,0.0,0.0,0.0,0.0,1.077
48,208.401,0.0,0.0,0.0,0.0,0.0,0.5677
49,213.363,0.0,0.0,0.0,0.0,0.0,1.1959
50,218.325,0.0,0.0,0.0,0.0,0.0,1.0577
51,223.287,0.0,0.0,0.0,0.0,0.0,0.654
52,228.249,0.0,0.0,0.0,0.0,0.0,0.5853
53,233.211,0.0,0.0,0.0,0.0,0.0,0.6321
54,238.173,0.0,0.0,0.0,0.0,0.0,0.6235
55,243.135,0.0,0.0,0.0,0.0,0.0,0.6282
56,248.097,0.0,0.0,0.0,0.0,0.0,0.7423
57,253.059,0.0,0.0,0.0,0.0,0.0,0.5837
58,258.021,0.0,0.0,0.0,0.0,0.0,0.593
59,262.983,0.0,0.0,0.0,0.0,0.0,0.7052
