pad_id,pad_cx,pad_cy,n_track,k_hit,eff,amp_n,amp_med,amp_p25,amp_p75,amp_n_own,amp_med_own,amp_mean
806,457.395,353.0496,0,0,,0,,,,0,,
805,286.0434,219.6755,0,0,,0,,,,0,,
804,358.5721,275.3375,0,0,,0,,,,0,,
803,431.1032,330.9984,0,0,,0,,,,0,,
802,187.2194,141.963,0,0,,0,,,,0,,
801,259.7452,197.6252,0,0,,0,,,,0,,
800,332.2753,253.2859,66,60,0.9090909090909091,60,320.0,181.33333333333334,496.0,55,294.0,492.1333333333333
799,404.8073,308.9457,0,0,,0,,,,0,,
798,114.7057,86.2957,0,0,,0,,,,0,,
797,305.9728,231.232,0,0,,0,,,,0,,
796,378.5068,286.891,0,0,,0,,,,0,,
795,451.0412,342.5494,0,0,,0,,,,0,,
794,233.4391,175.573,0,0,,0,,,,0,,
793,160.9069,119.9141,0,0,,0,,,,0,,
792,97.5305,71.0754,0,0,,0,,,,0,,
791,424.7378,320.4921,0,0,,0,,,,0,,
790,352.2006,264.8338,1035,986,0.9526570048309179,986,352.0,204.94117647058823,576.6666666666667,923,346.54545454545456,515.3995943204868
789,279.6622,209.1755,0,0,,0,,,,0,,
788,470.969,354.0906,0,0,,0,,,,0,,
787,398.4293,298.432,0,0,,0,,,,0,,
786,207.1214,153.518,0,0,,0,,,,0,,
785,325.8872,242.7739,1,0,0.0,0,,,,0,,
784,444.658,332.0282,0,0,,0,,,,0,,
783,134.5739,97.8619,0,0,,0,,,,0,,
782,253.3418,187.1156,0,0,,0,,,,0,,
781,372.114,276.3692,993,949,0.9556898288016112,949,426.7692307692308,246.0,674.3333333333334,836,428.0,578.8366701791359
780,299.565,220.7103,0,0,,0,,,,0,,
779,418.341,309.9631,0,0,,0,,,,0,,
778,180.7873,131.4582,0,0,,0,,,,0,,
777,464.5685,343.5558,0,0,,0,,,,0,,
776,345.7904,254.3029,3772,3565,0.9451219512195121,3565,345.52941176470586,204.0952380952381,565.8,2956,340.0,496.63169705469846
775,227.0074,165.0512,0,0,,0,,,,0,,
774,392.0166,287.8943,637,617,0.9686028257456829,617,556.6666666666666,349.8,910.0,552,550.0,783.2025931928687
773,273.2309,198.6421,0,0,,0,,,,0,,
772,438.2431,321.4852,0,0,,0,,,,0,,
771,319.4562,232.2321,0,0,,0,,,,0,,
770,365.6826,265.8215,5119,4930,0.9630787263137331,4930,393.65517241379314,239.5068493150685,640.1666666666666,4124,394.0740740740741,563.2892494929006
769,411.9098,299.4105,67,67,1.0,67,642.0,398.0,1130.0,62,632.0,957.5522388059702
768,458.1373,332.9993,0,0,,0,,,,0,,
895,440.8571,390.9432,0,0,,0,,,,0,,
894,408.4578,358.5694,0,0,,0,,,,0,,
893,434.7239,380.6173,0,0,,0,,,,0,,
892,382.192,336.5199,0,0,,0,,,,0,,
891,355.9255,314.469,0,0,,0,,,,0,,
890,329.659,292.4159,0,0,,0,,,,0,,
889,297.256,260.044,0,0,,0,,,,0,,
888,323.5187,282.0929,0,0,,0,,,,0,,
887,349.7814,304.1407,0,0,,0,,,,0,,
886,376.0448,326.1868,0,0,,0,,,,0,,
885,402.3085,348.2318,0,0,,0,,,,0,,
884,428.5718,370.2762,0,0,,0,,,,0,,
883,270.9936,237.9928,0,0,,0,,,,0,,
882,244.732,215.9392,0,0,,0,,,,0,,
881,218.4712,193.8816,0,0,,0,,,,0,,
880,291.0919,249.7057,0,0,,0,,,,0,,
879,317.3526,271.7499,0,0,,0,,,,0,,
878,343.6137,293.7933,0,0,,0,,,,0,,
877,369.8754,315.8358,0,0,,0,,,,0,,
876,396.1375,337.8775,0,0,,0,,,,0,,
875,422.4,359.9191,0,0,,0,,,,0,,
874,448.6628,381.9599,0,0,,0,,,,0,,
873,264.832,227.6609,0,0,,0,,,,0,,
872,238.5729,205.6143,0,0,,0,,,,0,,
871,212.3156,183.5654,0,0,,0,,,,0,,
870,186.0607,161.5136,0,0,,0,,,,0,,
869,159.8089,139.4574,0,0,,0,,,,0,,
868,133.5623,117.3941,0,0,,0,,,,0,,
867,107.3262,95.3177,0,0,,0,,,,0,,
866,416.2069,349.5448,0,0,,0,,,,0,,
865,442.4699,371.5842,0,0,,0,,,,0,,
864,389.9444,327.5051,0,0,,0,,,,0,,
863,363.6818,305.4656,0,0,,0,,,,0,,
862,337.4197,283.4256,0,0,,0,,,,0,,
861,311.1582,261.3851,0,0,,0,,,,0,,
860,284.8972,239.3447,0,0,,0,,,,0,,
859,258.6369,217.3032,0,0,,0,,,,0,,
858,232.3774,195.2616,0,0,,0,,,,0,,
857,206.1191,173.2192,0,0,,0,,,,0,,
856,179.8631,151.175,0,0,,0,,,,0,,
855,436.2555,361.1918,0,0,,0,,,,0,,
854,409.991,339.1532,0,0,,0,,,,0,,
853,153.6099,129.1292,0,0,,0,,,,0,,
852,383.7267,317.1142,0,0,,0,,,,0,,
851,357.4623,295.0753,0,0,,0,,,,0,,
850,127.3615,107.0799,0,0,,0,,,,0,,
849,331.1979,273.0361,0,0,,0,,,,0,,
848,304.9334,250.997,0,0,,0,,,,0,,
847,278.6691,228.958,0,0,,0,,,,0,,
846,456.2853,372.8208,0,0,,0,,,,0,,
845,101.1221,85.0246,0,0,,0,,,,0,,
844,430.0184,350.7817,0,0,,0,,,,0,,
843,252.4046,206.9185,0,0,,0,,,,0,,
842,403.7506,328.7428,0,0,,0,,,,0,,
841,377.4829,306.703,0,0,,0,,,,0,,
840,226.1406,184.8789,0,0,,0,,,,0,,
839,351.2142,284.6636,0,0,,0,,,,0,,
838,199.8759,162.839,0,0,,0,,,,0,,
837,324.945,262.6241,0,0,,0,,,,0,,
836,173.6115,140.799,0,0,,0,,,,0,,
835,450.0279,362.3938,0,0,,0,,,,0,,
834,298.6752,240.584,0,0,,0,,,,0,,
833,423.7565,340.3529,0,0,,0,,,,0,,
832,272.404,218.5438,0,0,,0,,,,0,,
