station,vmm,ch,channel_id,x,y,radius,phi,pad_area,connector_N,half,n_track,k_track,eff,n_hits,adc_med,adc_p25,adc_p75,adc_med_raw8,adc_mpv,masked,illuminated,eff_err
P2_IN,6,17,686,141.1204,88.1594,217.2459,0.56356676,130.82,6,bot,0.0,0.0,,4892.0,104.75757575757575,90.29203539823008,142.20938628158845,102.33424657534246,88.0,False,False,
P2_IN,6,18,685,412.0511,258.4066,537.3018,0.55948051,132.866,6,bot,6127.0,1310.0,0.21380773624938795,39840.0,106.84544065206317,91.39053924557888,143.52331606217615,104.22857142857143,88.0,False,True,0.005237839066079123
P2_IN,6,19,684,286.4811,179.004,388.7156,0.55660721,132.431,6,bot,0.0,0.0,,9166.0,93.19547262159682,81.97981033955338,121.9888888888889,92.38485804416403,88.0,False,False,
P2_IN,6,20,683,431.8549,269.8476,560.1602,0.55796249,132.905,6,bot,24.0,2.0,0.08333333333333333,21199.0,110.10815173527038,96.42033898305084,149.34701492537312,109.36629213483145,104.0,False,False,0.0564169333655275
P2_IN,6,21,682,160.9131,99.6075,240.1128,0.55791801,131.219,6,bot,0.0,0.0,,9972.0,107.45152354570637,93.60925990880392,128.21114369501467,106.84862745098039,104.0,False,False,
P2_IN,6,22,681,306.2821,190.4455,411.5768,0.55479451,132.519,6,bot,0.0,0.0,,21870.0,103.92831541218638,83.30718321226796,154.2974358974359,107.96415770609319,88.0,False,False,
P2_IN,6,23,680,451.6582,281.287,583.0189,0.55623934,132.947,6,bot,0.0,0.0,,13282.0,122.79365079365078,100.22522522522523,171.29790660225441,118.96542893725993,104.0,False,False,
P2_IN,6,24,679,471.4606,292.7258,605.8781,0.55570187,132.982,6,bot,0.0,0.0,,21433.0,109.27206586253111,93.42395228378591,142.28169014084506,107.90339275445659,88.0,False,False,
P2_IN,6,25,678,326.0822,201.8859,434.4372,0.55445573,132.603,6,bot,0.0,0.0,,16913.0,114.46792162888974,100.83108354615104,158.6624803767661,113.54944524843222,104.0,False,False,
P2_IN,6,26,677,491.2624,304.1637,628.7364,0.55447297,133.02,6,bot,0.0,0.0,,12728.0,110.2780269058296,87.22456019317006,158.48211508553655,110.83724451173354,88.0,False,False,
P2_IN,6,27,676,180.7064,111.0511,262.9752,0.55206201,131.531,6,bot,0.0,0.0,,6140.0,106.19761129207383,87.84516129032258,152.9037656903766,106.08849557522124,88.0,False,False,
P2_IN,6,28,675,345.8821,213.3244,457.2964,0.55228645,132.675,6,bot,0.0,0.0,,22153.0,94.99121789560894,80.30820215410108,161.95862068965516,95.3070794445709,88.0,False,False,
P2_IN,6,29,674,200.5005,122.4917,285.8392,0.54943087,131.776,6,bot,0.0,0.0,,6668.0,107.11385701676964,88.38507301243916,143.5,106.97640653357531,88.0,False,False,
P2_IN,6,30,673,365.6814,224.762,480.1559,0.55088313,132.74,6,bot,6176.0,1200.0,0.19430051813471502,34840.0,137.14211297411688,111.27161838379438,216.33656957928804,138.07148888263438,136.0,False,True,0.00503465687821551
P2_IN,6,31,672,220.2949,133.9297,308.7024,0.54590509,131.968,6,bot,0.0,0.0,,10952.0,113.43738656987296,100.57142857142857,139.10142180094786,113.15116279069767,104.0,False,False,
P2_IN,6,32,671,385.4802,236.1986,503.0156,0.54916753,132.792,6,bot,10035.0,2311.0,0.230293971101146,61535.0,109.37019719455174,82.08992056759466,215.9,108.55407565263718,88.0,False,True,0.004202861126872957
P2_IN,6,33,670,405.2788,247.6348,525.8737,0.54895262,132.838,6,bot,6107.0,1193.0,0.19534959882102507,44428.0,117.48684506408816,103.33597688016668,151.51206669591926,116.0754969099716,104.0,False,True,0.005073362773827625
P2_IN,6,34,669,240.0895,145.3662,331.564,0.54438632,132.131,6,bot,0.0,0.0,,29102.0,105.07614814814815,89.61611484139847,137.69230769230768,102.90065330029286,88.0,False,False,
P2_IN,6,35,668,425.0767,259.07,548.7327,0.5478386,132.881,6,bot,3760.0,622.0,0.16542553191489362,22729.0,98.20011983223488,86.1673640167364,123.1269760326364,97.63684992570579,88.0,False,True,0.0060595433194955035
P2_IN,6,36,667,259.884,156.8017,354.4258,0.54306107,132.258,6,bot,0.0,0.0,,11250.0,100.81886387995712,86.16712179137083,147.5117370892019,99.5968,88.0,False,False,
P2_IN,6,37,666,444.8746,270.5046,571.5911,0.5468743,132.929,6,bot,0.0,0.0,,26113.0,102.52942222222222,89.20585874799357,133.65972720746592,100.95520777118188,88.0,False,False,
P2_IN,6,38,665,279.6786,168.2358,377.2854,0.54189462,132.377,6,bot,0.0,0.0,,17896.0,146.55072463768116,78.40220892774965,214.47251114413075,146.13981762917933,88.0,False,False,
P2_IN,6,39,664,464.6725,281.9385,594.4497,0.54526031,132.971,6,bot,0.0,0.0,,24686.0,105.28941726758916,88.60353315957138,141.08855850032322,105.42649866361207,88.0,False,False,
P2_IN,6,40,663,484.4697,293.3725,617.3076,0.54477712,133.003,6,bot,0.0,0.0,,15379.0,120.12037037037037,103.86409328508243,166.65793780687397,118.51237623762377,104.0,False,False,
P2_IN,6,41,662,299.4733,179.6695,400.1467,0.54179277,132.48,6,bot,0.0,0.0,,19001.0,108.66224188790561,94.55342682204227,139.6003028009084,108.06263592866463,104.0,False,False,
P2_IN,6,42,661,504.2669,304.8057,637.2585,0.5442981,133.035,6,bot,0.0,0.0,,14151.0,88.80037054191756,64.34471273938385,196.2154076290202,86.44504748982361,72.0,False,False,
P2_IN,6,43,660,104.5448,60.2851,171.491,0.56318364,144.006,6,bot,0.0,0.0,,1862.0,127.05226480836237,106.53146853146853,235.74999999999997,126.5531914893617,104.0,False,False,
P2_IN,6,44,659,319.2679,191.1022,423.0058,0.53828174,132.561,6,bot,0.0,0.0,,26481.0,121.95219123505979,84.27998384708575,215.0723860589812,122.13899613899613,88.0,False,False,
P2_IN,6,45,658,114.4485,66.0033,182.9246,0.51894935,129.906,6,bot,0.0,0.0,,7348.0,321.04761904761904,94.78205128205128,425.46192893401013,321.7254901960784,88.0,False,False,
P2_IN,6,46,657,339.0627,202.5348,445.8646,0.53689046,132.638,6,bot,0.0,0.0,,22371.0,93.40455696202531,82.07746835443038,141.40638002773923,92.79725085910653,88.0,False,False,
P2_IN,6,47,656,358.8578,213.9666,468.7239,0.53624811,132.702,6,bot,3774.0,842.0,0.22310545839957605,60942.0,104.11468317923489,86.82208588957056,130.3095577746077,103.4423525750739,88.0,False,True,0.006776964099343209
P2_IN,6,48,655,134.2382,77.4287,205.8029,0.51495913,130.564,6,bot,0.0,0.0,,4467.0,112.69198312236287,96.84010371650821,179.92792792792793,112.52733118971061,104.0,False,False,
P2_IN,6,49,654,378.6528,225.3981,491.5828,0.53514113,132.764,6,bot,9945.0,1512.0,0.1520361990950226,40412.0,110.06690584698924,94.45228758169935,160.24983027834352,109.53815756977032,88.0,False,True,0.003600474708377674
P2_IN,6,50,653,398.4475,236.8299,514.4415,0.53487428,132.813,6,bot,8038.0,1761.0,0.219084349340632,107536.0,98.48474512033351,86.73820500245218,128.69646327244462,97.92258064516129,88.0,False,True,0.004613534148509744
P2_IN,6,51,652,418.2423,248.2607,537.3009,0.53439809,132.871,6,bot,10452.0,1174.0,0.11232300038270188,39750.0,91.69057211925866,81.01369863013699,115.1698670605613,90.21629416005769,88.0,False,True,0.0030886032988257277
P2_IN,6,52,651,154.0294,88.855,228.6765,0.51336072,131.038,6,bot,0.0,0.0,,3453.0,124.15469613259668,99.50086655112652,182.78048780487805,122.75376884422111,104.0,False,False,
P2_IN,6,53,650,438.0372,259.6917,560.1596,0.53295805,132.908,6,bot,6.0,0.0,0.0,35393.0,104.12762078395625,88.19530350022153,141.53387533875338,103.34230030194894,88.0,False,False,0.0
P2_IN,6,54,649,457.832,271.122,583.018,0.53259373,132.947,6,bot,0.0,0.0,,23229.0,92.91565113500597,81.81457586618878,134.6050156739812,92.51417769376181,88.0,False,False,
P2_IN,6,55,648,477.6269,282.5526,605.8761,0.53194693,132.986,6,bot,0.0,0.0,,28817.0,116.61216730038024,92.03711155823832,356.1363636363636,115.4906474820144,88.0,False,False,
P2_IN,6,56,647,497.4219,293.9826,628.7337,0.53218567,133.017,6,bot,0.0,0.0,,18447.0,96.30790762771169,84.65284653465346,169.21981424148606,96.27499999999999,88.0,False,False,
P2_IN,6,57,646,193.614,111.7091,274.399,0.51848608,131.655,6,bot,0.0,0.0,,5309.0,103.32682926829268,87.57277255118981,145.34969325153372,101.19723183391004,88.0,False,False,
P2_IN,6,58,645,233.2005,134.5644,320.122,0.52085513,132.048,6,bot,0.0,0.0,,8608.0,95.8921651221567,86.22297107554058,177.09251101321584,95.86822237474261,88.0,False,False,
P2_IN,6,59,644,292.5818,168.8482,388.7053,0.52372097,132.422,6,bot,0.0,0.0,,17211.0,96.22492190211732,85.32602911253717,130.81638044914135,96.19217081850535,88.0,False,False,
P2_IN,6,60,643,332.1699,191.7046,434.4252,0.52468136,132.601,6,bot,0.0,0.0,,19379.0,109.22487046632125,90.92464046021092,159.7947598253275,108.58200382897256,88.0,False,False,
P2_IN,6,61,642,371.7587,214.5609,480.1441,0.52457719,132.728,6,bot,14730.0,4540.0,0.30821452817379497,94330.0,83.73137717229936,72.88379577705174,106.61641873278238,82.73651850903036,72.0,False,True,0.003804616597494516
P2_IN,6,62,641,391.5529,225.9893,503.0023,0.52368973,132.791,6,bot,17875.0,3768.0,0.2107972027972028,76502.0,89.33175374811063,76.44277329420396,122.42373667130272,87.29441818878529,88.0,False,True,0.003050729520366877
P2_IN,6,63,640,490.5252,283.131,617.2957,0.52366969,133.008,6,bot,0.0,0.0,,18063.0,95.53610638626876,84.3636925931653,139.94950405770965,95.49031600407747,88.0,False,False,
P2_IN,7,0,704,293.205,189.7268,400.1352,0.57204064,132.48,6,top,0.0,0.0,,1855.0,170.4,132.43243243243242,307.65217391304355,169.25925925925927,120.0,False,False,
P2_IN,7,1,705,167.6517,110.2871,251.5279,0.57427131,131.385,6,top,0.0,0.0,,3588.0,164.9108910891089,131.13493530499076,256.20512820512823,164.79999999999998,120.0,False,False,
P2_IN,7,2,706,484.8946,314.2159,628.7241,0.57340262,133.016,6,top,0.0,0.0,,3778.0,177.40845070422534,142.78313253012047,261.36170212765956,177.13636363636363,136.0,False,False,
P2_IN,7,3,707,379.1413,246.2453,503.0019,0.57380137,132.789,6,top,5568.0,79.0,0.014188218390804598,4968.0,176.62745098039215,141.3241695303551,258.98305084745766,176.58031088082902,136.0,False,True,0.0015849345077899512
P2_IN,7,4,708,273.3913,178.2714,377.2716,0.57625874,132.376,6,top,0.0,0.0,,3172.0,178.11453744493392,143.3006993006993,272.7868852459016,177.77777777777777,136.0,False,False,
P2_IN,7,5,709,465.0774,302.7647,605.8639,0.57563524,132.98,6,top,0.0,0.0,,10470.0,1009.0774986638162,171.43661971830986,1016.5387493319081,1016.5387493319081,1016.0,False,False,
P2_IN,7,6,710,359.3243,234.7913,480.1394,0.57627933,132.738,6,top,3924.0,50.0,0.0127420998980632,5803.0,167.56275303643724,136.02636534839925,238.84403669724773,166.67142857142858,136.0,False,True,0.001790487577904044
P2_IN,7,7,711,253.5749,166.8115,354.4083,0.5764606,132.261,6,top,0.0,0.0,,5021.0,172.17142857142858,137.4747225647349,260.89719626168227,171.00621118012424,136.0,False,False,
P2_IN,7,8,712,445.2584,291.3116,583.0025,0.5777674,132.952,6,top,0.0,0.0,,5024.0,194.04904632152588,155.621271076524,280.07619047619045,193.76525821596243,152.0,False,False,
P2_IN,7,9,713,339.505,223.334,457.2776,0.57830869,132.68,6,top,0.0,0.0,,3576.0,203.97080291970804,162.66042154566745,306.90909090909093,203.36134453781514,152.0,False,False,
P2_IN,7,10,714,147.8398,98.8111,228.6533,0.57921757,131.028,6,top,0.0,0.0,,9878.0,187.31034482758622,143.3230769230769,236.11360239162929,186.81524926686217,136.0,False,False,
P2_IN,7,11,715,425.4372,279.8563,560.1416,0.57962396,132.906,6,top,27.0,1.0,0.037037037037037035,4555.0,205.9714285714286,154.91325695581014,441.5,205.5726495726496,136.0,False,False,0.036344694923159865
P2_IN,7,12,716,233.7557,155.3466,331.5418,0.58005744,132.124,6,top,0.0,0.0,,4384.0,194.3859649122807,156.68347338935575,282.0900900900901,194.21739130434784,152.0,False,False,
P2_IN,7,13,717,319.6827,211.8738,434.4143,0.58116002,132.605,6,top,0.0,0.0,,2972.0,195.55555555555554,155.6551724137931,307.4666666666667,195.04132231404958,152.0,False,False,
P2_IN,7,14,718,405.6136,268.3982,537.2799,0.58198949,132.864,6,top,1762.0,42.0,0.02383654937570942,5076.0,184.03619909502262,147.45323741007195,267.4125874125874,182.85714285714286,136.0,False,True,0.0036339589117186603
P2_IN,7,15,719,491.5465,324.9212,636.9883,0.58241912,133.032,6,top,0.0,0.0,,3651.0,201.17374517374517,158.24273504273503,303.62666666666667,200.8130081300813,152.0,False,False,
P2_IN,7,16,720,128.0242,87.3208,205.7744,0.58521733,130.567,6,top,0.0,0.0,,5966.0,179.9840637450199,147.1315789473684,258.2360248447205,179.44827586206895,136.0,False,False,
P2_IN,7,17,721,213.9324,143.8748,308.6712,0.58581515,131.962,6,top,0.0,0.0,,5658.0,232.93982808022923,168.85906040268458,302.96345514950167,232.15286624203821,152.0,False,False,
P2_IN,7,18,722,471.7199,313.4622,617.2818,0.58366789,133.004,6,top,0.0,0.0,,2268.0,192.9142857142857,153.75498575498577,315.25925925925924,192.7710843373494,136.0,False,False,
P2_IN,7,19,723,385.7876,256.9371,514.4169,0.58467845,132.823,6,top,1611.0,22.0,0.013656114214773432,2126.0,219.75221238938053,171.12915129151293,370.0571428571429,219.47169811320754,152.0,False,True,0.002891545152709744
P2_IN,7,20,724,299.8576,200.4088,411.5482,0.58600613,132.525,6,top,0.0,0.0,,5265.0,209.90029325513197,169.26805385556915,306.67692307692306,209.8202247191011,152.0,False,False,
P2_IN,7,21,725,451.8905,302.0012,594.4198,0.58563677,132.963,6,top,0.0,0.0,,6690.0,191.89525368248772,157.52450090744102,280.0506329113924,191.87044534412956,152.0,False,False,
P2_IN,7,22,726,365.9583,245.4727,491.5537,0.58655057,132.762,6,top,2057.0,5.0,0.0024307243558580457,3685.0,212.22222222222223,172.1381818181818,322.6111111111111,211.18562874251498,168.0,False,True,0.0010857310119536433
P2_IN,7,23,727,280.0282,188.9392,388.6836,0.58709961,132.432,6,top,0.0,0.0,,0.0,,,,,,False,False,
P2_IN,7,24,728,194.1044,132.3939,285.7977,0.5910998,131.774,6,top,0.0,0.0,,12584.0,157.30180460485377,141.8904033379694,201.50146627565982,156.25561312607945,136.0,False,False,
P2_IN,7,25,729,432.0584,290.5371,571.5571,0.58849248,132.929,6,top,0.0,0.0,,8207.0,155.0104025327906,140.67163593566104,185.9607843137255,151.807568954458,136.0,False,False,
P2_IN,7,26,730,346.1252,234.004,468.6896,0.58959474,132.701,6,top,660.0,2.0,0.0030303030303030303,4681.0,141.6620336503292,134.8134601316752,167.35830618892507,142.43256498283472,136.0,False,True,0.0021394987708989533
P2_IN,7,27,731,108.2044,75.8071,182.917,0.58264187,129.902,6,top,0.0,0.0,,9763.0,137.88526315789474,132.74684210526317,143.0236842105263,133.07690228409245,136.0,False,False,
P2_IN,7,28,732,260.1943,177.4633,365.8137,0.59319878,132.319,6,top,0.0,0.0,,13418.0,136.81452872051935,132.4039773194182,141.22508012162052,133.5942422029832,136.0,False,False,
P2_IN,7,29,733,412.2231,279.0691,548.6939,0.59161701,132.886,6,top,200.0,16.0,0.08,766.0,136.32,121.25679758308158,1010.3822222222223,132.4255319148936,120.0,False,False,0.01918332609325088
P2_IN,7,30,734,174.2698,120.9017,262.9179,0.60355817,131.526,6,top,0.0,0.0,,3536.0,137.5438596491228,132.7719298245614,142.31578947368422,137.77488614183474,136.0,False,False,
P2_IN,7,31,735,478.3213,324.1347,628.6971,0.59233186,133.018,6,top,0.0,0.0,,1218.0,155.03510758776898,149.51755379388447,241.33333333333323,149.6,152.0,False,False,
P2_IN,7,32,736,326.2882,222.5308,445.8217,0.59485863,132.643,6,top,0.0,0.0,,419.0,1009.0357142857143,159.22935779816513,1016.5178571428571,1016.5178571428571,1016.0,False,False,
P2_IN,7,33,737,392.3838,267.5979,525.8289,0.59415988,132.844,6,top,134.0,8.0,0.05970149253731343,302.0,1012.9680365296804,667.0,1018.4840182648402,1018.4840182648402,1016.0,False,False,0.02046788972748526
P2_IN,7,34,738,240.3549,165.9796,342.9397,0.60087453,132.2,6,top,0.0,0.0,,2837.0,137.6825938566553,132.84129692832764,142.52389078498294,140.5880184331797,136.0,False,False,
P2_IN,7,35,739,458.4807,312.6643,605.8336,0.59527459,132.987,6,top,0.0,0.0,,1604.0,138.38573743922205,133.18638573743922,143.58508914100486,133.696,136.0,False,False,
P2_IN,7,36,740,306.4464,211.0518,422.9536,0.59835998,132.555,6,top,0.0,0.0,,446.0,576.0,143.3793103448276,1015.7407407407408,568.0,1016.0,False,False,
P2_IN,7,37,741,372.5406,256.1216,502.9638,0.59742479,132.787,6,top,153.0,0.0,0.0,320.0,1012.310502283105,592.0,1018.1552511415525,1018.1552511415525,1016.0,False,False,0.0
P2_IN,7,38,742,154.4273,109.3933,240.0378,0.60440431,131.217,6,top,0.0,0.0,,1064.0,126.28187919463087,119.14093959731544,284.0000000000001,127.13949579831933,120.0,False,False,
P2_IN,7,39,743,438.6365,301.1902,582.9687,0.59847298,132.95,6,top,0.0,0.0,,416.0,1008.6635944700461,141.86666666666667,1016.331797235023,1016.331797235023,1016.0,False,False,
P2_IN,7,40,744,220.5083,154.4864,320.0648,0.61018319,132.047,6,top,0.0,0.0,,561.0,283.6923076923077,137.35,1013.8461538461538,281.0,136.0,False,False,
P2_IN,7,41,745,286.5984,199.5664,400.0819,0.60549344,132.473,6,top,0.0,0.0,,282.0,1013.8378378378378,1008.7567567567568,1018.918918918919,1018.918918918919,1016.0,False,False,
P2_IN,7,42,746,352.6922,244.6405,480.0939,0.60335126,132.74,6,top,59.0,1.0,0.01694915254237288,405.0,1009.5357142857143,142.85185185185185,1016.7678571428571,1016.7678571428571,1016.0,False,False,0.016804901812363878
P2_IN,7,43,747,418.7875,289.7122,560.1031,0.60165531,132.905,6,top,0.0,0.0,,335.0,1011.8181818181819,460.00000000000006,1017.9090909090909,1017.9090909090909,1016.0,False,False,
P2_IN,7,44,748,484.8841,334.782,637.2001,0.60147726,133.028,6,top,0.0,0.0,,313.0,1012.8711111111111,562.0,1018.4355555555555,1018.4355555555555,1016.0,False,False,
P2_IN,7,45,749,200.6533,142.9805,297.1858,0.61100892,131.877,6,top,0.0,0.0,,419.0,1009.0357142857143,144.7058823529412,1016.5178571428571,1016.5178571428571,1016.0,False,False,
P2_IN,7,46,750,266.7438,188.0722,377.2109,0.61412626,132.379,6,top,0.0,0.0,,371.0,1010.3225806451613,268.00000000000006,1017.1612903225806,1017.1612903225806,1016.0,False,False,
P2_IN,7,47,751,332.8381,233.1534,457.225,0.60975044,132.673,6,top,0.0,0.0,,2769.0,133.6956793988729,125.57352941176471,140.63118346900438,130.856783919598,136.0,False,False,
P2_IN,7,48,752,465.0312,323.302,617.2436,0.60398013,133.001,6,top,0.0,0.0,,1961.0,141.2701100762066,134.62828111769687,225.2537313432836,142.62925170068027,136.0,False,False,
P2_IN,7,49,753,398.9342,278.2293,537.2352,0.60634436,132.866,6,top,0.0,0.0,,579.0,246.54545454545456,137.01167315175098,1013.7973568281939,244.0,136.0,False,False,
P2_IN,7,50,754,246.881,176.5683,354.3325,0.61511966,132.264,6,top,0.0,0.0,,359.0,1010.8256880733945,300.6666666666667,1017.4128440366973,1017.4128440366973,1016.0,False,False,
P2_IN,7,51,755,312.9774,221.659,434.3541,0.61599676,132.605,6,top,0.0,0.0,,351.0,1011.0599078341014,429.99999999999994,1017.5299539170506,1017.5299539170506,1016.0,False,False,
P2_IN,7,52,756,445.1734,311.8177,594.3766,0.60817588,132.973,6,top,0.0,0.0,,330.0,1012.2666666666667,446.0,1018.1333333333333,1018.1333333333333,1016.0,False,False,
P2_IN,7,53,757,379.0752,266.7409,514.3663,0.61212937,132.82,6,top,0.0,0.0,,315.0,1012.2242990654206,546.0,1018.1121495327103,1018.0845070422536,1016.0,False,False,
P2_IN,7,54,758,293.1089,210.1559,411.4803,0.61613327,132.524,6,top,0.0,0.0,,307.0,1012.5767441860465,533.6,1018.2883720930232,1018.2883720930232,1016.0,False,False,
P2_IN,7,55,759,359.2101,255.2458,491.4977,0.61806972,132.763,6,top,0.0,0.0,,331.0,1012.072072072072,516.0,1018.0360360360361,1018.0360360360361,1016.0,False,False,
P2_IN,7,56,760,425.3107,300.3283,571.5094,0.61400104,132.93,6,top,0.0,0.0,,329.0,1011.7009345794393,465.0,1017.8504672897196,1017.8504672897196,1016.0,False,False,
P2_IN,7,57,761,339.3373,243.7432,468.6255,0.61762101,132.712,6,top,0.0,0.0,,288.0,1013.6216216216217,1008.4324324324324,1018.8108108108108,1018.8108108108108,1016.0,False,False,
P2_IN,7,58,762,405.4419,288.833,548.6406,0.61913645,132.889,6,top,0.0,0.0,,290.0,1013.4545454545455,1008.1818181818181,1018.7272727272727,1018.7272727272727,1016.0,False,False,
P2_IN,7,59,763,471.5448,333.9159,628.6511,0.61550876,133.023,6,top,0.0,0.0,,1249.0,122.82556879739978,117.4127843986999,162.40000000000015,119.3578792341679,120.0,False,False,
P2_IN,7,60,764,385.5659,277.3313,525.7707,0.61878645,132.851,6,top,0.0,0.0,,285.0,1013.7757847533633,1008.6636771300448,1018.8878923766816,1018.8878923766816,1016.0,False,False,
P2_IN,7,61,765,451.6731,322.4204,605.7847,0.62020802,132.989,6,top,0.0,0.0,,298.0,1013.4977973568282,1008.2466960352423,1018.7488986784141,1018.7488986784141,1016.0,False,False,
P2_IN,7,62,766,431.7949,310.9189,582.9138,0.62030431,132.95,6,top,0.0,0.0,,272.0,1013.6872037914692,1008.5308056872038,1018.8436018957347,1018.6926829268293,1016.0,True,False,
P2_IN,7,63,767,478.0239,344.5066,637.464,0.61395456,133.034,6,top,0.0,0.0,,363.0,1011.0357142857143,340.4,1017.5178571428571,1017.4887892376681,1016.0,False,False,
P2_MID,8,0,447,144.3471,56.383,205.3015,0.40114047,130.567,4,bot,0.0,0.0,,10093.0,115.34102141680395,90.46812559467173,163.77825159914713,115.04504504504504,88.0,False,False,
P2_MID,8,1,446,538.9023,208.4196,628.147,0.38036893,133.018,4,bot,0.0,0.0,,23514.0,95.54545454545455,78.09844395046046,135.72913385826772,95.39759036144578,72.0,False,False,
P2_MID,8,2,445,357.7356,138.249,433.8677,0.38582775,132.609,4,bot,0.0,0.0,,32168.0,108.56968959220937,91.41879661859771,148.1627620221948,107.43273905996759,88.0,False,False,
P2_MID,8,3,444,176.5673,68.1079,239.5518,0.38981025,131.228,4,bot,0.0,0.0,,16623.0,99.45912596401028,72.12760241773002,148.05326231691078,98.83881856540084,72.0,False,False,
P2_MID,8,4,443,389.9576,149.9791,468.1374,0.38230133,132.702,4,bot,0.0,0.0,,69075.0,94.76299344612102,75.48743169398907,131.41332116788323,94.56480990274093,72.0,False,False,
P2_MID,8,5,442,422.179,161.709,502.4153,0.38036152,132.783,4,bot,0.0,0.0,,98364.0,117.70685491361695,89.94004432520704,165.84226868143242,117.10808114399734,88.0,False,False,
P2_MID,8,6,441,208.787,79.8333,273.8179,0.38371553,131.661,4,bot,0.0,0.0,,21443.0,102.95588235294117,78.17116742833403,149.48430066603234,102.36180228648286,72.0,False,False,
P2_MID,8,7,440,454.3997,173.4382,536.6903,0.37806329,132.865,4,bot,0.0,0.0,,60047.0,124.0129413419609,95.94208932626798,174.58539603960398,123.37316356513223,88.0,False,False,
P2_MID,8,8,439,486.6205,185.1675,570.9702,0.37657601,132.928,4,bot,0.0,0.0,,41290.0,107.7956938550998,84.6002024291498,151.45357142857145,106.9883851629824,72.0,False,False,
P2_MID,8,9,438,241.0062,91.5587,308.0876,0.3786958,131.964,4,bot,0.0,0.0,,24219.0,104.88150943396226,85.2111442088663,144.394779771615,103.51788756388416,88.0,False,False,
P2_MID,8,10,437,518.8405,196.8959,605.246,0.37456285,132.987,4,bot,0.0,0.0,,27215.0,103.98827266064012,84.68291233283804,142.57253171538886,103.03442340791739,88.0,False,False,
P2_MID,8,11,436,551.0603,208.6245,636.3635,0.37361269,133.032,4,bot,0.0,0.0,,20828.0,85.22200392927309,72.64747007939329,112.66198282591726,84.2409254088552,72.0,False,False,
P2_MID,8,12,435,273.2253,103.284,342.3705,0.37801471,132.197,4,bot,0.0,0.0,,31337.0,92.33847163004263,74.99220467719368,126.33658727059742,91.43954248366013,72.0,False,False,
P2_MID,8,13,434,305.4442,115.01,376.6527,0.37682457,132.376,4,bot,0.0,0.0,,44957.0,97.97442799461642,78.52949290060852,138.89670014347203,97.70482277745496,72.0,False,False,
P2_MID,8,14,433,337.6629,126.7359,410.9336,0.37502635,132.523,4,bot,0.0,0.0,,48220.0,94.34302271240303,77.25803310613438,127.25689404934687,93.98499659013412,72.0,False,False,
P2_MID,8,15,432,369.8815,138.4616,445.2154,0.37372487,132.635,4,bot,0.0,0.0,,52122.0,102.4383434155421,84.08496070956197,137.9054507879101,101.52555910543131,88.0,False,False,
P2_MID,8,16,431,402.1,150.1879,479.4977,0.37247742,132.732,4,bot,0.0,0.0,,76366.0,118.35256203673865,91.7345683096262,162.8568588469185,117.4745417515275,88.0,False,False,
P2_MID,8,17,430,434.3186,161.9136,513.7798,0.3713115,132.82,4,bot,0.0,0.0,,76175.0,132.00482625482624,102.07226755133148,183.73797227507475,131.54463904314395,88.0,False,False,
P2_MID,8,18,429,466.5371,173.6401,548.0631,0.37022842,132.89,4,bot,0.0,0.0,,52386.0,123.19401970778118,93.19745222929936,175.36253776435046,123.02322308233639,88.0,False,False,
P2_MID,8,19,428,498.7553,185.3661,582.3457,0.36922947,132.95,4,bot,0.0,0.0,,38395.0,121.45774225774225,95.70812972012439,169.68753402286336,120.31722196152042,88.0,False,False,
P2_MID,8,20,427,530.9736,197.0923,616.6285,0.36830877,133.0,4,bot,0.0,0.0,,30148.0,118.13388259526262,95.86447969884378,163.95151515151514,117.30365093499555,88.0,False,False,
P2_MID,8,21,426,253.1154,91.7747,319.4883,0.37886445,132.05,4,bot,0.0,0.0,,23525.0,116.81322718922229,95.3893928820656,157.9103260869565,115.9319659829915,88.0,False,False,
P2_MID,8,22,425,285.3339,103.4937,353.7487,0.37333678,132.261,4,bot,0.0,0.0,,33044.0,112.34861006761834,92.98545653362493,152.89404934687954,112.30553116769096,88.0,False,False,
P2_MID,8,23,424,317.5523,115.2142,388.0194,0.36946648,132.434,4,bot,0.0,0.0,,45467.0,123.89228243021346,97.6032622993949,176.8917495611469,123.348456675344,88.0,False,False,
P2_MID,8,24,423,349.7707,126.9359,422.2987,0.36717223,132.56,4,bot,0.0,0.0,,38787.0,107.44029026660357,88.0649188514357,148.67350242849434,105.98084131611829,88.0,False,False,
P2_MID,8,25,422,381.9891,138.6582,456.5791,0.3652912,132.671,4,bot,0.0,0.0,,50760.0,121.01026560208571,93.73484439647419,170.0377358490566,119.6778672590947,88.0,False,False,
P2_MID,8,26,421,414.2072,150.3811,490.8601,0.3633596,132.76,4,bot,0.0,0.0,,73481.0,113.36768384192096,85.36149068322982,163.07426981919332,113.18688951595398,72.0,False,False,
P2_MID,8,27,420,446.4257,162.1048,525.1471,0.36289483,132.835,4,bot,0.0,0.0,,67474.0,134.51237653944642,104.06577273172164,186.4670996893533,133.25979909395312,88.0,False,False,
P2_MID,8,28,419,478.6436,173.8288,559.4324,0.36213076,132.911,4,bot,0.0,0.0,,39091.0,119.52458673362628,92.61922841396203,170.0053163211058,118.4031339031339,88.0,False,False,
