node_id,x_mm,y_mm,z_mm,Ux_mm,Uy_mm,Uz_mm,vonMises_MPa
1,315.0,545.596,0.0,-0.0058,-0.071494,134.547,3.7235
2,315.0,545.596,-0.2,0.000396,0.0653,134.547,3.617
3,630.0,0.0,0.0,-0.065604,0.029841,133.892,3.813
4,630.0,0.0,-0.2,0.055781,-0.03289,133.892,3.7166
5,55.0,95.2628,0.0,0.049164,0.017331,63.912,4.5841
6,55.0,95.2628,-0.2,-0.044082,-0.012317,63.912,4.4537
7,110.0,0.0,0.0,0.038508,0.035003,63.824,4.46
8,110.0,0.0,-0.2,-0.03397,-0.030572,63.824,4.3463
9,63.0801,99.258,0.0,0.047718,0.016722,59.6236,3.024
10,117.5,5.0,0.0,0.037302,0.034003,59.5378,3.8459
11,617.5,5.0,0.0,-0.064679,0.029703,124.756,3.3853
12,314.0,533.864,0.0,-0.005428,-0.070872,126.498,2.9108
13,301.645,173.0,-0.2,2.1e-05,2e-05,0.00033,8.8023
14,63.0801,99.258,0.128,0.10556,0.034745,59.6236,8.203
15,117.5,5.0,0.128,0.081972,0.074886,59.5378,5.8528
16,617.5,5.0,0.128,-0.141198,0.069718,124.756,3.4426
17,314.0,533.864,0.128,-0.009177,-0.157615,126.498,7.4182
18,63.1803,99.4316,0.128,0.105563,0.034699,59.5539,5.4472
19,117.801,194.038,0.128,0.083989,-0.009327,32.7608,6.4897
20,301.645,173.0,-0.4,0.0,0.0,0.0,30.3157
21,314.0,532.617,0.128,-0.009156,-0.157199,125.654,7.4093
22,69.9103,101.088,0.128,0.103407,0.033922,56.3207,3.8127
23,122.5,10.0,0.128,0.080171,0.073388,56.2392,3.5373
24,312.41,521.11,0.128,-0.008286,-0.153479,117.941,2.8273
25,607.5,10.0,0.128,-0.137839,0.068215,117.315,3.2554
26,69.9103,101.088,0.0,0.04705,0.016284,56.3207,3.7538
27,122.5,10.0,0.0,0.036616,0.033609,56.2392,3.7722
28,607.5,10.0,0.0,-0.063382,0.029187,117.315,2.6098
29,312.41,521.11,0.0,-0.004929,-0.069373,117.941,2.8841
30,117.5,5.0,0.628,0.256536,0.234675,59.5372,0.1267
31,63.0801,99.6058,0.128,0.105734,0.034588,59.5747,0.7908
32,63.0801,99.6058,0.628,0.331787,0.104792,59.5741,0.1236
33,617.5,5.0,0.628,-0.44017,0.226093,124.756,0.1243
34,314.0,532.617,0.628,-0.023791,-0.495208,125.653,0.0813
35,315.0,545.596,-0.1,-0.002702,-0.003097,134.547,0.057
36,630.0,0.0,-0.1,-0.004911,-0.001524,133.892,0.0503
37,318.987,538.69,0.0,-0.006373,-0.071585,129.955,3.6013
38,322.975,531.783,0.0,-0.006731,-0.070436,125.425,4.0263
39,326.962,524.877,0.0,-0.007106,-0.069486,121.001,4.3127
40,330.949,517.971,0.0,-0.007581,-0.06852,116.685,4.378
41,334.937,511.065,0.0,-0.008141,-0.067511,112.479,4.3564
42,338.924,504.158,0.0,-0.008779,-0.066478,108.383,4.531
43,342.911,497.252,0.0,-0.009429,-0.065381,104.399,4.6035
44,346.899,490.346,0.0,-0.010102,-0.064224,100.527,4.7246
45,350.886,483.439,0.0,-0.010834,-0.063049,96.769,4.7325
46,354.873,476.533,0.0,-0.011558,-0.061851,93.1255,4.7618
47,358.861,469.627,0.0,-0.012263,-0.060611,89.5974,4.5866
48,362.848,462.721,0.0,-0.013053,-0.059395,86.1849,4.8169
49,366.835,455.814,0.0,-0.013813,-0.058137,82.8886,4.8407
50,370.823,448.908,0.0,-0.014623,-0.056889,79.7092,4.8848
51,374.81,442.002,0.0,-0.015378,-0.055587,76.6471,4.6782
52,378.797,435.096,0.0,-0.016189,-0.054299,73.7032,4.7111
53,382.785,428.189,0.0,-0.01701,-0.052991,70.8778,4.7136
54,386.772,421.283,0.0,-0.017856,-0.051699,68.1712,4.889
55,390.759,414.377,0.0,-0.018662,-0.050366,65.584,4.8744
56,394.747,407.47,0.0,-0.0195,-0.04902,63.1174,4.8312
57,398.734,400.564,0.0,-0.020331,-0.047674,60.7715,4.9615
58,402.722,393.658,0.0,-0.021177,-0.046335,58.5466,5.0441
59,406.709,386.752,0.0,-0.022045,-0.045004,56.443,5.0203
60,410.696,379.845,0.0,-0.022872,-0.043615,54.4607,4.8817
61,414.684,372.939,0.0,-0.023722,-0.042247,52.6001,4.9657
62,418.671,366.033,0.0,-0.024594,-0.040883,50.8617,4.9927
63,422.658,359.126,0.0,-0.025446,-0.039488,49.2458,5.0065
64,426.646,352.22,0.0,-0.026309,-0.038106,47.7524,4.9194
65,430.633,345.314,0.0,-0.027154,-0.036716,46.3818,4.7867
66,434.62,338.408,0.0,-0.028014,-0.03533,45.1336,4.7865
67,438.608,331.501,0.0,-0.028902,-0.03392,44.0085,4.8057
68,442.595,324.595,0.0,-0.02975,-0.032507,43.0068,4.8424
69,446.582,317.689,0.0,-0.030667,-0.031129,42.1282,4.9849
70,450.57,310.783,0.0,-0.031456,-0.029692,41.3728,4.9289
71,454.557,303.876,0.0,-0.032377,-0.028293,40.7413,4.8311
72,458.544,296.97,0.0,-0.033252,-0.02685,40.2336,4.9344
73,462.532,290.064,0.0,-0.03405,-0.025405,39.8497,4.8742
74,466.519,283.157,0.0,-0.034962,-0.024032,39.5895,4.9812
75,470.506,276.251,0.0,-0.035785,-0.022599,39.4523,4.9853
76,474.494,269.345,0.0,-0.03667,-0.021177,39.4387,5.0361
77,478.481,262.439,0.0,-0.037515,-0.01975,39.5495,4.9911
78,482.468,255.532,0.0,-0.038373,-0.018317,39.7844,4.8522
79,486.456,248.626,0.0,-0.039225,-0.016878,40.1435,4.9806
80,490.443,241.72,0.0,-0.040047,-0.015449,40.6264,4.9129
81,494.43,234.813,0.0,-0.040944,-0.014047,41.233,4.9606
82,498.418,227.907,0.0,-0.041784,-0.0126,41.9634,4.9383
83,502.405,221.001,0.0,-0.042609,-0.011164,42.8175,4.9674
84,506.392,214.095,0.0,-0.043472,-0.009751,43.7954,4.9594
85,510.38,207.188,0.0,-0.044317,-0.008319,44.8971,4.9849
86,514.367,200.282,0.0,-0.045133,-0.006873,46.1224,4.9138
87,518.354,193.376,0.0,-0.045995,-0.005465,47.4714,5.0223
88,522.342,186.47,0.0,-0.046812,-0.004045,48.9438,4.8517
89,526.329,179.563,0.0,-0.04764,-0.00262,50.5388,4.9032
90,530.316,172.657,0.0,-0.048443,-0.001194,52.2567,4.8857
91,534.304,165.751,0.0,-0.049274,0.000213,54.0973,4.9261
92,538.291,158.844,0.0,-0.050089,0.001618,56.0604,4.9223
