node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
1,315.0000,545.5960,0.0000,-1.106300,-12.399057,0.866330,-12873.740000,-321843.5000
2,315.0000,545.5960,-0.2000,-1.104935,-12.380930,0.866341,-12873.740000,-321843.5000
3,630.0000,0.0000,0.0000,-9.687208,7.832782,0.075717,-12873.740000,-321843.5000
4,630.0000,0.0000,-0.2000,-9.686925,7.830413,0.075928,-12873.740000,-321843.5000
5,55.0000,95.2628,0.0000,10.499390,7.816059,0.132093,-12873.740000,-321843.5000
6,55.0000,95.2628,-0.2000,10.493198,7.818620,0.129923,-12873.740000,-321843.5000
7,110.0000,0.0000,0.0000,8.673107,9.295742,0.052488,-12873.740000,-321843.5000
8,110.0000,0.0000,-0.2000,8.671987,9.293953,0.052127,-12873.740000,-321843.5000
9,63.0801,99.2580,0.0000,10.946061,6.740934,0.000726,-12873.740000,-321843.5000
10,117.5000,5.0000,0.0000,8.291850,9.835712,0.000678,-12873.740000,-321843.5000
11,617.5000,5.0000,0.0000,-9.311642,8.879545,0.000067,-12873.740000,-321843.5000
12,314.0000,533.8640,0.0000,1.239241,-12.831051,0.009559,-12873.740000,-321843.5000
13,301.6450,173.0000,-0.2000,1.427518,10.342132,0.170482,-12873.740000,-321843.5000
14,63.0801,99.2580,0.1280,10.971784,6.735372,0.000000,-12873.740000,-321843.5000
15,117.5000,5.0000,0.1280,8.295146,9.845600,0.000000,-12873.740000,-321843.5000
16,617.5000,5.0000,0.1280,-9.315607,8.886201,0.000000,-12873.740000,-321843.5000
17,314.0000,533.8640,0.1280,1.273684,-12.811044,0.000000,-12873.740000,-321843.5000
18,63.1803,99.4316,0.1280,10.973753,6.732141,0.000000,-12873.740000,-321843.5000
19,117.8010,194.0380,0.1280,1.973435,8.444242,0.000000,-12873.740000,-321843.5000
20,301.6450,173.0000,-0.4000,1.433646,10.342119,0.170115,-12873.740000,-321843.5000
21,314.0000,532.6170,0.1280,1.320932,-12.544561,0.000000,-12873.740000,-321843.5000
22,69.9103,101.0880,0.1280,9.761132,6.918855,0.000000,-12873.740000,-321843.5000
23,122.5000,10.0000,0.1280,7.935029,9.836819,0.000000,-12873.740000,-321843.5000
24,312.4100,521.1100,0.1280,1.575700,-8.316775,0.000000,-12873.740000,-321843.5000
25,607.5000,10.0000,0.1280,-8.833211,8.951190,0.000000,-12873.740000,-321843.5000
26,69.9103,101.0880,0.0000,9.761660,6.919319,-0.001012,-12873.740000,-321843.5000
27,122.5000,10.0000,0.0000,7.934437,9.836691,-0.000250,-12873.740000,-321843.5000
28,607.5000,10.0000,0.0000,-8.833275,8.951010,-0.000262,-12873.740000,-321843.5000
29,312.4100,521.1100,0.0000,1.575661,-8.315011,-0.000046,-12873.740000,-321843.5000
30,117.5000,5.0000,0.6280,8.295146,9.845600,0.000000,-12873.740000,-321843.5000
31,63.0801,99.6058,0.1280,10.977912,6.725369,0.000000,-12873.740000,-321843.5000
32,63.0801,99.6058,0.6280,10.977912,6.725369,0.000000,-12873.740000,-321843.5000
33,617.5000,5.0000,0.6280,-9.315607,8.886201,0.000000,-12873.740000,-321843.5000
34,314.0000,532.6170,0.6280,1.322477,-12.425642,0.000000,-12873.740000,-321843.5000
35,315.0000,545.5960,-0.1000,-1.105621,-12.390006,0.866331,-12873.740000,-321843.5000
36,630.0000,0.0000,-0.1000,-9.687080,7.831598,0.075822,-12873.740000,-321843.5000
37,318.9870,538.6900,0.0000,0.050618,-10.853392,0.372922,-12873.740000,-321843.5000
38,322.9750,531.7830,0.0000,1.204525,-8.894698,0.158575,-12873.740000,-321843.5000
39,326.9620,524.8770,0.0000,1.640135,-6.950101,0.052149,-12873.740000,-321843.5000
40,330.9490,517.9710,0.0000,1.654503,-5.363819,0.033782,-12873.740000,-321843.5000
41,334.9370,511.0650,0.0000,1.689997,-4.097666,0.024732,-12873.740000,-321843.5000
42,338.9240,504.1580,0.0000,1.705523,-3.025116,0.020522,-12873.740000,-321843.5000
43,342.9110,497.2520,0.0000,1.703695,-2.098534,0.020417,-12873.740000,-321843.5000
44,346.8990,490.3460,0.0000,1.691877,-1.273631,0.016206,-12873.740000,-321843.5000
45,350.8860,483.4390,0.0000,1.675565,-0.538655,0.014404,-12873.740000,-321843.5000
46,354.8730,476.5330,0.0000,1.652314,0.133556,0.014323,-12873.740000,-321843.5000
47,358.8610,469.6270,0.0000,1.627042,0.754430,0.013547,-12873.740000,-321843.5000
48,362.8480,462.7210,0.0000,1.604731,1.324910,0.012326,-12873.740000,-321843.5000
49,366.8350,455.8140,0.0000,1.582163,1.858018,0.009399,-12873.740000,-321843.5000
50,370.8230,448.9080,0.0000,1.562117,2.356482,0.007127,-12873.740000,-321843.5000
51,374.8100,442.0020,0.0000,1.544106,2.825991,0.005639,-12873.740000,-321843.5000
52,378.7970,435.0960,0.0000,1.529430,3.268452,0.004681,-12873.740000,-321843.5000
53,382.7850,428.1890,0.0000,1.517714,3.686348,0.004034,-12873.740000,-321843.5000
54,386.7720,421.2830,0.0000,1.508586,4.084020,0.001890,-12873.740000,-321843.5000
55,390.7590,414.3770,0.0000,1.502832,4.460513,0.001915,-12873.740000,-321843.5000
56,394.7470,407.4700,0.0000,1.499562,4.819510,0.003940,-12873.740000,-321843.5000
57,398.7340,400.5640,0.0000,1.499369,5.161462,0.005544,-12873.740000,-321843.5000
58,402.7220,393.6580,0.0000,1.501789,5.487681,0.005667,-12873.740000,-321843.5000
