node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
1,315.0000,545.5960,0.0000,-0.768667,-8.538375,0.584049,-38312.140000,-957803.5000
2,315.0000,545.5960,-0.2000,-0.767691,-8.526789,0.584060,-38312.140000,-957803.5000
3,630.0000,0.0000,0.0000,-6.670413,5.393279,0.052109,-38312.140000,-957803.5000
4,630.0000,0.0000,-0.2000,-6.670227,5.391648,0.052254,-38312.140000,-957803.5000
5,55.0000,95.2628,0.0000,7.229443,5.382969,0.091386,-38312.140000,-957803.5000
6,55.0000,95.2628,-0.2000,7.225170,5.384751,0.089890,-38312.140000,-957803.5000
7,110.0000,0.0000,0.0000,5.972023,6.400681,0.036188,-38312.140000,-957803.5000
8,110.0000,0.0000,-0.2000,5.971252,6.399449,0.035939,-38312.140000,-957803.5000
9,63.0801,99.2580,0.0000,7.536965,4.641515,0.000513,-38312.140000,-957803.5000
10,117.5000,5.0000,0.0000,5.709409,6.772445,0.000469,-38312.140000,-957803.5000
11,617.5000,5.0000,0.0000,-6.411593,6.114070,0.000047,-38312.140000,-957803.5000
12,314.0000,533.8640,0.0000,0.853192,-8.834932,0.006938,-38312.140000,-957803.5000
13,301.6450,173.0000,-0.2000,0.980374,7.122527,-0.191390,-38312.140000,-957803.5000
14,63.0801,99.2580,0.1280,7.554695,4.637685,0.000000,-38312.140000,-957803.5000
15,117.5000,5.0000,0.1280,5.711678,6.779253,0.000000,-38312.140000,-957803.5000
16,617.5000,5.0000,0.1280,-6.414323,6.118653,0.000000,-38312.140000,-957803.5000
17,314.0000,533.8640,0.1280,0.877003,-8.821130,0.000000,-38312.140000,-957803.5000
18,63.1803,99.4316,0.1280,7.556051,4.635460,0.000000,-38312.140000,-957803.5000
19,117.8010,194.0380,0.1280,1.357812,5.815368,0.000000,-38312.140000,-957803.5000
20,301.6450,173.0000,-0.4000,0.980196,7.121676,-0.191634,-38312.140000,-957803.5000
21,314.0000,532.6170,0.1280,0.909776,-8.637198,0.000000,-38312.140000,-957803.5000
22,69.9103,101.0880,0.1280,6.720277,4.764050,0.000000,-38312.140000,-957803.5000
23,122.5000,10.0000,0.1280,5.463637,6.773208,0.000000,-38312.140000,-957803.5000
24,312.4100,521.1100,0.1280,1.086891,-5.720561,0.000000,-38312.140000,-957803.5000
25,607.5000,10.0000,0.1280,-6.082166,6.163348,0.000000,-38312.140000,-957803.5000
26,69.9103,101.0880,0.0000,6.720640,4.764370,-0.000697,-38312.140000,-957803.5000
27,122.5000,10.0000,0.0000,5.463230,6.773119,-0.000172,-38312.140000,-957803.5000
28,607.5000,10.0000,0.0000,-6.082210,6.163224,-0.000180,-38312.140000,-957803.5000
29,312.4100,521.1100,0.0000,1.086864,-5.719355,-0.000032,-38312.140000,-957803.5000
30,117.5000,5.0000,0.6280,5.711678,6.779253,0.000000,-38312.140000,-957803.5000
31,63.0801,99.6058,0.1280,7.558914,4.630797,0.000000,-38312.140000,-957803.5000
32,63.0801,99.6058,0.6280,7.558914,4.630797,0.000000,-38312.140000,-957803.5000
33,617.5000,5.0000,0.6280,-6.414323,6.118653,0.000000,-38312.140000,-957803.5000
34,314.0000,532.6170,0.6280,0.910831,-8.554712,0.000000,-38312.140000,-957803.5000
35,315.0000,545.5960,-0.1000,-0.768181,-8.532586,0.584052,-38312.140000,-957803.5000
36,630.0000,0.0000,-0.1000,-6.670325,5.392463,0.052181,-38312.140000,-957803.5000
37,318.9870,538.6900,0.0000,0.030904,-7.470800,0.259233,-38312.140000,-957803.5000
38,322.9750,531.7830,0.0000,0.828572,-6.117678,0.109563,-38312.140000,-957803.5000
39,326.9620,524.8770,0.0000,1.130576,-4.777268,0.035354,-38312.140000,-957803.5000
40,330.9490,517.9710,0.0000,1.140885,-3.684969,0.022668,-38312.140000,-957803.5000
41,334.9370,511.0650,0.0000,1.165458,-2.813400,0.016594,-38312.140000,-957803.5000
42,338.9240,504.1580,0.0000,1.176105,-2.075154,0.014077,-38312.140000,-957803.5000
43,342.9110,497.2520,0.0000,1.174757,-1.437460,0.014014,-38312.140000,-957803.5000
44,346.8990,490.3460,0.0000,1.166486,-0.869769,0.011138,-38312.140000,-957803.5000
45,350.8860,483.4390,0.0000,1.155122,-0.363987,0.009898,-38312.140000,-957803.5000
46,354.8730,476.5330,0.0000,1.138971,0.098588,0.009839,-38312.140000,-957803.5000
47,358.8610,469.6270,0.0000,1.121436,0.525827,0.009311,-38312.140000,-957803.5000
