node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
1,315.0000,545.5960,0.0000,-0.014825,0.001309,-0.000963,-3693.575000,-92339.3750
2,315.0000,545.5960,-0.2000,-0.014889,0.001292,-0.000962,-3693.575000,-92339.3750
3,630.0000,0.0000,0.0000,0.000482,0.000635,-0.000701,-3693.575000,-92339.3750
4,630.0000,0.0000,-0.2000,0.000464,0.000627,-0.000700,-3693.575000,-92339.3750
5,55.0000,95.2628,0.0000,0.000952,-0.001498,-0.000050,-3693.575000,-92339.3750
6,55.0000,95.2628,-0.2000,0.000976,-0.001531,-0.000051,-3693.575000,-92339.3750
7,110.0000,0.0000,0.0000,-0.000048,0.000309,0.000563,-3693.575000,-92339.3750
8,110.0000,0.0000,-0.2000,-0.000077,0.000309,0.000561,-3693.575000,-92339.3750
9,63.0801,99.2580,0.0000,0.000021,0.000021,-0.000000,-3693.575000,-92339.3750
10,117.5000,5.0000,0.0000,-0.000015,0.000045,0.000001,-3693.575000,-92339.3750
11,617.5000,5.0000,0.0000,-0.000001,-0.000000,-0.000001,-3693.575000,-92339.3750
12,314.0000,533.8640,0.0000,-0.000521,0.000025,-0.000008,-3693.575000,-92339.3750
13,301.6450,173.0000,-0.2000,0.005851,0.001804,-0.194860,-3693.575000,-92339.3750
14,63.0801,99.2580,0.1280,-0.000000,0.000000,0.000000,-3693.575000,-92339.3750
15,117.5000,5.0000,0.1280,0.000001,-0.000001,0.000000,-3693.575000,-92339.3750
16,617.5000,5.0000,0.1280,0.000000,0.000000,0.000000,-3693.575000,-92339.3750
17,314.0000,533.8640,0.1280,0.000001,-0.000000,0.000000,-3693.575000,-92339.3750
18,63.1803,99.4316,0.1280,-0.000000,-0.000000,0.000000,-3693.575000,-92339.3750
19,117.8010,194.0380,0.1280,0.001884,0.011267,0.000000,-3693.575000,-92339.3750
20,301.6450,173.0000,-0.4000,0.008240,0.004192,-0.194858,-3693.575000,-92339.3750
21,314.0000,532.6170,0.1280,0.000752,-0.000048,0.000000,-3693.575000,-92339.3750
22,69.9103,101.0880,0.1280,-0.000612,0.002304,0.000000,-3693.575000,-92339.3750
23,122.5000,10.0000,0.1280,0.000131,0.000951,0.000000,-3693.575000,-92339.3750
24,312.4100,521.1100,0.1280,0.016491,-0.002242,0.000000,-3693.575000,-92339.3750
25,607.5000,10.0000,0.1280,-0.000649,0.000297,0.000000,-3693.575000,-92339.3750
26,69.9103,101.0880,0.0000,-0.000161,0.001896,-0.000014,-3693.575000,-92339.3750
