node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
1,315.0000,545.5960,0.0000,-3.712072,-10.491713,0.030531,0.986481,24.6620
2,315.0000,545.5960,-0.2000,-3.710529,-10.491339,0.030544,0.986481,24.6620
3,630.0000,0.0000,0.0000,-7.034108,6.971268,0.027026,0.986481,24.6620
4,630.0000,0.0000,-0.2000,-7.033735,6.971019,0.027042,0.986481,24.6620
5,55.0000,95.2628,0.0000,9.568017,0.555378,0.005390,0.986481,24.6620
6,55.0000,95.2628,-0.2000,9.568453,0.554854,0.005471,0.986481,24.6620
7,110.0000,0.0000,0.0000,9.295936,3.132239,-0.018070,0.986481,24.6620
8,110.0000,0.0000,-0.2000,9.297429,3.131430,-0.018001,0.986481,24.6620
9,63.0801,99.2580,0.0000,9.608646,0.449332,0.000153,0.986481,24.6620
10,117.5000,5.0000,0.0000,9.130995,3.363555,-0.000149,0.986481,24.6620
11,617.5000,5.0000,0.0000,-6.982467,7.120654,-0.000039,0.986481,24.6620
12,314.0000,533.8640,0.0000,-3.432549,-10.523693,-0.000068,0.986481,24.6620
13,301.6450,173.0000,-0.2000,1.457231,0.079773,-0.956447,0.986481,24.6620
14,63.0801,99.2580,0.1280,9.603606,0.445244,0.000000,0.986481,24.6620
15,117.5000,5.0000,0.1280,9.133297,3.367089,0.000000,0.986481,24.6620
16,617.5000,5.0000,0.1280,-6.984831,7.122085,0.000000,0.986481,24.6620
17,314.0000,533.8640,0.1280,-3.432698,-10.523755,0.000000,0.986481,24.6620
18,63.1803,99.4316,0.1280,9.611570,0.445256,0.000000,0.986481,24.6620
19,117.8010,194.0380,0.1280,7.421356,-2.456204,0.000000,0.986481,24.6620
20,301.6450,173.0000,-0.4000,1.469407,0.082723,-0.956727,0.986481,24.6620
21,314.0000,532.6170,0.1280,-3.403997,-10.525746,0.000000,0.986481,24.6620
22,69.9103,101.0880,0.1280,9.533797,0.374905,0.000000,0.986481,24.6620
23,122.5000,10.0000,0.1280,8.934136,3.427901,0.000000,0.986481,24.6620
24,312.4100,521.1100,0.1280,-3.098100,-10.452577,0.000000,0.986481,24.6620
25,607.5000,10.0000,0.1280,-6.837249,7.170864,0.000000,0.986481,24.6620
26,69.9103,101.0880,0.0000,9.533548,0.374909,-0.000722,0.986481,24.6620
27,122.5000,10.0000,0.0000,8.933202,3.427559,-0.000225,0.986481,24.6620
28,607.5000,10.0000,0.0000,-6.837125,7.171300,-0.000385,0.986481,24.6620
29,312.4100,521.1100,0.0000,-3.097633,-10.452702,-0.000167,0.986481,24.6620
30,117.5000,5.0000,0.6280,9.189107,3.453753,0.000000,0.986481,24.6620
31,63.0801,99.6058,0.1280,9.687788,0.425177,0.000000,0.986481,24.6620
32,63.0801,99.6058,0.6280,9.710560,0.435356,0.000000,0.986481,24.6620
