station,gas,run,sub,chip,mesh,drift,n,sigma,mu,ctr,eff,pt,gain
P2_OUT,Ar/CF4/Iso 88/10/2,run_61,meshscan_m40V,p2b-config-cern-ext_gain3.0_peaktime200.txt,410.0,710.0,29,36.06244931578951,123.7503517200199,15.57466653830932,0.1163302336130641,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_61,meshscan_m50V,p2b-config-cern-ext_gain3.0_peaktime200.txt,400.0,700.0,29,38.32553142337861,123.1936772347973,12.832477465855463,0.0696508107223436,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_61,meshscan_m60V,p2b-config-cern-ext_gain3.0_peaktime200.txt,390.0,690.0,29,38.36145815167208,122.34953954349686,11.28245428441892,0.0442691333163677,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_61,meshscan_m70V,p2b-config-cern-ext_gain3.0_peaktime200.txt,380.0,680.0,27,39.02331571361052,121.67167379214244,11.388432909395643,0.0301030602587022,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_61,meshscan_m80V,p2b-config-cern-ext_gain3.0_peaktime200.txt,370.0,670.0,24,39.09891738658514,121.79875772626406,10.545425174153348,0.021437807940362902,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_61,meshscan_m90V,p2b-config-cern-ext_gain3.0_peaktime200.txt,360.0,660.0,26,34.57238969855345,120.7529309562367,11.14347433355227,0.01575866968888555,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_62,driftscan_gap150V,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,600.0,28,69.53955489425113,205.24676240365136,9.318964516324726,0.4805688881314871,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_62,driftscan_gap200V,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,650.0,9,44.37462670639967,158.73636150810282,13.62814511338223,0.5211323212981424,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_63,operating_00,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,41,25.406626688093453,113.96312289066336,22.642220859366017,0.5674890517278758,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_63,operating_01,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,25,25.53637686843052,113.81230091509752,23.321477576618317,0.5695054586577356,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_63,operating_02,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,37,25.455936078671424,113.44199984896233,25.872143969210367,0.572147545452639,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_63,operating_03,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,41,25.349737610267457,113.40380307334812,24.561107346744866,0.5708648821584729,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_64,cfg_gain3.0_peaktime200_opt,p2b-config-cern-ext_gain3.0_peaktime200_opt.txt,450.0,750.0,28,25.380756475828107,113.44425544714073,27.226864222775625,0.5734730799109222,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_65,cfg_gain3.0_peaktime200_deflt,p2b-config-cern-ext_gain3.0_peaktime200_deflt.txt,450.0,750.0,41,27.834028725158312,109.91850262174106,21.644106999885626,0.2403591150706634,200.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_66,cfg_gain4.5_peaktime200_opt,p2b-config-cern-ext_gain4.5_peaktime200_opt.txt,450.0,750.0,41,24.4169517040422,113.8992036798787,24.53287667301856,0.6443475880656097,200.0,4.5
P2_OUT,Ar/CF4/Iso 88/10/2,run_67,cfg_gain4.5_peaktime200_deflt,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,40,25.909418670234942,111.28835220677051,24.38500714685998,0.3788636475796457,200.0,4.5
P2_OUT,Ar/CF4/Iso 88/10/2,run_70,cfg_gain3.0_peaktime50,p2b-config-cern-ext_gain3.0_peaktime50.txt,450.0,750.0,29,28.1094974203342,-43.55768321399234,22.165066073606155,0.4318749056800901,50.0,3.0
P2_OUT,Ar/CF4/Iso 88/10/2,run_71,cfg_gain4.5_peaktime50,p2b-config-cern-ext_gain4.5_peaktime50.txt,450.0,750.0,41,25.835803602594456,-42.24546661568935,19.78126949933496,0.6119986287281454,50.0,4.5
P2_OUT,Ar/CO2/Iso 93/5/2,run_27,cfg_gain3.0_peaktime25,p2b-config-cern-ext_gain3.0_peaktime25.txt,435.0,735.0,74,35.93314206894933,-104.82127322798331,12.17007221040954,0.1614471091799633,25.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_36,operating_00,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,66,26.181103824491416,119.03625750500487,25.2034331714965,0.6257391892325941,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_36,operating_01,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,71,26.11020938066247,118.92788700390489,21.128058635759245,0.6132669699918469,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_36,operating_02,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,71,25.995577971524597,118.76455001726428,25.49200543957296,0.6262907200285395,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_38,cfg_gain3.0_peaktime100,p2b-config-cern-ext_gain3.0_peaktime100.txt,450.0,750.0,49,28.575620513417338,23.267276107895828,24.188951640534118,0.6149242254333408,100.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_39,cfg_gain3.0_peaktime25,p2b-config-cern-ext_gain3.0_peaktime25.txt,450.0,750.0,47,35.29139465815972,-79.9987390302424,19.95498826603796,0.334253399757641,25.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_40,cfg_gain3.0_peaktime50,p2b-config-cern-ext_gain3.0_peaktime50.txt,450.0,750.0,48,33.26418003287807,-38.73608480356563,20.378897026425733,0.5049344728547954,50.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_41,cfg_gain3.0_peaktime200,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,47,27.00854246348436,120.54901509063336,22.9770261504748,0.6124686076633555,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_42,cfg_gain3.0_peaktime200_deflt,p2b-config-cern-ext_gain3.0_peaktime200_deflt.txt,450.0,750.0,46,29.167249044948342,118.06853088820202,23.072722453536464,0.31368367423739435,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_43,cfg_gain3.0_peaktime200_opt,p2b-config-cern-ext_gain3.0_peaktime200_opt.txt,450.0,750.0,47,27.41710038762661,121.2977673710753,22.97955516546784,0.6077053049747843,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_45,cfg_gain4.5_peaktime100,p2b-config-cern-ext_gain4.5_peaktime100.txt,450.0,750.0,47,29.51727502281008,27.06496951464733,18.63235922898385,0.6971066907775768,100.0,4.5
P2_OUT,Ar/CO2/Iso 93/5/2,run_46,cfg_gain4.5_peaktime200,p2b-config-cern-ext_gain4.5_peaktime200.txt,450.0,750.0,48,27.22625224045113,122.81350949017703,20.986274950370277,0.680607022409647,200.0,4.5
P2_OUT,Ar/CO2/Iso 93/5/2,run_47,cfg_gain4.5_peaktime200_deflt,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,48,28.450928825119526,120.90092932279774,23.194137011804003,0.43821856613795845,200.0,4.5
P2_OUT,Ar/CO2/Iso 93/5/2,run_48,cfg_gain4.5_peaktime200_opt,p2b-config-cern-ext_gain4.5_peaktime200_opt.txt,450.0,750.0,48,27.511316709269572,123.20369253526769,22.27967322872766,0.6589467058312981,200.0,4.5
P2_OUT,Ar/CO2/Iso 93/5/2,run_50,cfg_gain3.0_peaktime200_opt,p2b-config-cern-ext_gain3.0_peaktime200_opt.txt,450.0,750.0,32,29.12799234662026,125.08320704707168,22.258444378885216,0.5979096006565389,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_51,cfg_gain3.0_peaktime200_deflt,p2b-config-cern-ext_gain3.0_peaktime200_deflt.txt,450.0,750.0,31,31.615420143279948,122.20077697380952,20.500759617257,0.293891974414993,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_52,cfg_gain4.5_peaktime200_opt,p2b-config-cern-ext_gain4.5_peaktime200_opt.txt,450.0,750.0,31,28.47551000254626,125.6049699290312,21.449449879049848,0.6517903037559792,200.0,4.5
P2_OUT,Ar/CO2/Iso 93/5/2,run_53,cfg_gain4.5_peaktime200_deflt,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,41,29.709567128721925,123.3390682368462,20.627783845007023,0.433298663712212,200.0,4.5
P2_OUT,Ar/CO2/Iso 93/5/2,run_54,cfg_gain4.5_peaktime50,p2b-config-cern-ext_gain4.5_peaktime50.txt,450.0,750.0,41,36.0407942036549,-34.26436047928782,13.795802917250196,0.6316751246683766,50.0,4.5
P2_OUT,Ar/CO2/Iso 93/5/2,run_55,meshscan_m00V,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,13,29.08289511639239,124.90176604162704,20.719432887273857,0.6036687048360201,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_55,meshscan_m10V,p2b-config-cern-ext_gain3.0_peaktime200.txt,440.0,740.0,17,30.109131136124155,125.9064048431682,21.04951841649463,0.5169052631578946,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_55,meshscan_m20V,p2b-config-cern-ext_gain3.0_peaktime200.txt,430.0,730.0,17,31.66204459820169,127.00117210144433,20.227182673690844,0.4102288984263233,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_56,meshscan_m30V,p2b-config-cern-ext_gain3.0_peaktime200.txt,420.0,720.0,16,33.227286913244015,127.72784499447104,18.97773281157739,0.2949436597904538,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_56,meshscan_m40V,p2b-config-cern-ext_gain3.0_peaktime200.txt,410.0,710.0,17,35.45732825880307,128.17745623675958,16.93699898831495,0.1925815148706715,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_56,meshscan_m50V,p2b-config-cern-ext_gain3.0_peaktime200.txt,400.0,700.0,17,38.26711344650664,128.34699088514247,14.3647113423626,0.1182713856822698,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_56,meshscan_m60V,p2b-config-cern-ext_gain3.0_peaktime200.txt,390.0,690.0,16,40.55211839284894,128.33179376539732,12.790634012792378,0.07295916848960665,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_56,meshscan_m70V,p2b-config-cern-ext_gain3.0_peaktime200.txt,380.0,680.0,14,39.758794485887236,124.36294468570746,10.760436823168995,0.045812563410678,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_57,driftscan_gap200V,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,650.0,16,58.645721219580594,182.1858277064947,11.15594456197707,0.550587014359367,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_57,driftscan_gap250V,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,700.0,17,38.03918452102418,143.24957524573418,15.263086099778022,0.5850288394498321,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_57,driftscan_gap300V,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,16,28.52308320363898,123.46139603371537,20.005172117580024,0.6006885512292144,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_57,driftscan_gap350V,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,800.0,17,24.82993758568077,114.58838241117822,24.0771653335344,0.6292259189696806,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_57,driftscan_gap400V,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,850.0,17,23.455865154494862,110.91998886484916,24.87170396313893,0.661085536085536,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_57,meshscan_m100V,p2b-config-cern-ext_gain3.0_peaktime200.txt,350.0,650.0,11,8.819842024141822,126.03103570641082,11.17093455898446,0.000578862383085,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_57,meshscan_m80V,p2b-config-cern-ext_gain3.0_peaktime200.txt,370.0,670.0,16,41.67592324404812,125.48963914675502,8.478563817404453,0.0311038915491169,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_57,meshscan_m90V,p2b-config-cern-ext_gain3.0_peaktime200.txt,360.0,660.0,15,34.06850157486785,129.07362340877287,10.116695551704218,0.0210226801845354,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_58,operating_00,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,38,28.265033204037877,123.27592709040076,20.401083098978127,0.6018144128461551,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_58,operating_01,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,38,28.285298170655526,123.19352176216873,20.49073045112464,0.6028019659973725,200.0,3.0
P2_OUT,Ar/CO2/Iso 93/5/2,run_58,operating_02,p2b-config-cern-ext_gain3.0_peaktime200.txt,450.0,750.0,38,28.171179744607336,123.04955667862971,20.59823010515833,0.6022442344384318,200.0,3.0
