run,sub,capture,station,gas,start,chip,mesh,drift,mu_ns,sigma_ns,contrast,n_triggers,eff,eff_corr,accidental
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00007_20260801053407,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,111.24908013412661,21.733007108152623,35.531530781447614,151558,0.31203235724936984,0.3222247962715652,0.031631454624632155
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00007_20260801053407,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,120.90013438302896,28.734962802847438,21.684961228064193,151623,0.43968922920665066,0.48441053587647587,0.09232108585109121
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00025_20260801054728,P2_IN,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,217.30468361754046,67.78586902948601,9.729745428831196,162558,0.05682279555604769,0.05796382986734272,0.019685281561042826
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00025_20260801054728,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,111.1589105240574,21.86590426996867,31.866209184270083,166142,0.3096387427622154,0.3196291993115831,0.031256395131875156
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00025_20260801054728,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,121.01126412771075,28.576479951186517,22.06849818911545,166186,0.44007918837928583,0.485450104212301,0.09346154309027235
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00034_20260801055408,P2_IN,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,212.61729783564286,65.27023141815062,9.77571004475165,158855,0.05665544049604986,0.057776750635544265,0.01940763589436908
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00034_20260801055408,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,111.42570628347327,22.03144091854664,32.284540867901775,165747,0.3140629996319692,0.3242837475003582,0.031517915859713905
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00034_20260801055408,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,120.93130808419555,28.4632177360826,23.836636701072294,165780,0.43233200627337437,0.4767866527410975,0.09323802629991557
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00041_20260801055920,P2_IN,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,212.2388657637359,65.08281059827496,10.019130560145078,147910,0.058150226489081205,0.05924206524134892,0.018430126428233388
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00041_20260801055920,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,111.18953392954269,21.866308536279952,33.84928551820519,151790,0.31210883457408256,0.3222438374054524,0.03145134725607748
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00041_20260801055920,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,120.99185392916792,28.14819101002382,22.45479439571705,151840,0.43918598524762903,0.484562675754427,0.09364462592202323
run_45,cfg_gain4.5_peaktime100,enp4s0f1_00035_20260801044225,P2_IN,Ar/CO2/Iso 93/5/2,2026-08-01 04:17:05,p2b-config-cern-ext_gain4.5_peaktime100.txt,450.0,750.0,99.95432096123062,58.287960398904765,10.070025442120386,165283,0.1175559494926883,0.1222235502072705,0.038189045455370496
run_45,cfg_gain4.5_peaktime100,enp4s0f1_00035_20260801044225,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 04:17:05,p2b-config-cern-ext_gain4.5_peaktime100.txt,450.0,750.0,17.565235651062466,22.001693637287815,31.9119812525323,165551,0.6043938121787243,0.6454521997161656,0.06361181750638777
run_45,cfg_gain4.5_peaktime100,enp4s0f1_00035_20260801044225,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 04:17:05,p2b-config-cern-ext_gain4.5_peaktime100.txt,450.0,750.0,27.399804667735516,29.55434507771533,17.080287013393665,165553,0.7016484147070726,0.8060173748924477,0.1294872336955537
run_45,cfg_gain4.5_peaktime100,enp4s0f1_00028_20260801043714,P2_IN,Ar/CO2/Iso 93/5/2,2026-08-01 04:17:05,p2b-config-cern-ext_gain4.5_peaktime100.txt,450.0,750.0,107.06073538488724,64.41276652485287,11.289096451968605,151535,0.11153198930940048,0.11608387765895338,0.03921206321971821
run_45,cfg_gain4.5_peaktime100,enp4s0f1_00028_20260801043714,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 04:17:05,p2b-config-cern-ext_gain4.5_peaktime100.txt,450.0,750.0,17.58012995680227,22.020849470036783,36.60595042134265,151901,0.6033337502715584,0.6435975224371129,0.06256048347278821
run_45,cfg_gain4.5_peaktime100,enp4s0f1_00028_20260801043714,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 04:17:05,p2b-config-cern-ext_gain4.5_peaktime100.txt,450.0,750.0,27.29187778031647,29.312249005066352,18.63235922898385,151902,0.6974496714987295,0.800344481125305,0.12856315255888662
run_45,cfg_gain4.5_peaktime100,enp4s0f1_00038_20260801044439,P2_IN,Ar/CO2/Iso 93/5/2,2026-08-01 04:17:05,p2b-config-cern-ext_gain4.5_peaktime100.txt,450.0,750.0,99.33088104107377,57.56887771057847,10.985883091378936,151451,0.11278895484348073,0.11697996918335901,0.03582676905401747
run_45,cfg_gain4.5_peaktime100,enp4s0f1_00038_20260801044439,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 04:17:05,p2b-config-cern-ext_gain4.5_peaktime100.txt,450.0,750.0,17.773729790699363,21.84047913451181,31.415669746859205,151809,0.6053659532702278,0.6457007152593343,0.06246665217477225
